dashboard_id,dashboard_name,consolidation_priority,key_synthesis,response_id
09a871a0-d37a-4851-bafc-8d63d2dc81f8,Friday trading pack charts - Audience Insights - draft,high,"The dashboard's initial analysis indicates a high consolidation score (9), yet the detailed metric SQL reveals a significant anti-pattern: all six metrics are nearly identical copies, differing only in date range and website filters. This contradicts the high consolidation score and presents a critical opportunity for actual consolidation. The repeated, complex SQL logic for audience segments and content categories is hardcoded across all metrics, leading to high maintenance overhead and potential inconsistencies. The absence of live SQL execution data prevents validation of performance impacts but highlights an area for immediate investigation.",91
ee06d96e-a079-4304-ad4a-2c9a13d20ddf,Verity 2.0 Newsroom 2025: Accelerated Newsroom Performance,high,"The dashboard's initial consolidation score of '5' (highly consolidated) appears to be contradictory to the underlying metric definitions. Three out of four metrics are variations of the 'Total C-Score Target' that differ only by hardcoded date ranges, pointing to significant opportunities for consolidation through parameterization. The absence of live SQL execution data prevents validation of query performance or results, limiting the depth of analysis regarding data accuracy or runtime issues.",92
57957536-505f-4507-8062-c7cbe7c46ecf,Verity 2.0 Pulse Check - Monthly v2,high,"The dashboard's primary KPI, 'Net Digital Paid Subscriptions', is defined for a specific historical month (March 2025) but the live data execution summary indicates queries are running for a much more recent period (September 2025) and showing zero net adds, which is flagged as a failure. This highlights a critical mismatch between the metric's static definition and the dashboard's apparent dynamic data display, or a data quality issue for recent periods. Both metrics exhibit significant anti-patterns, relying heavily on hardcoded `CASE` statements for data mapping and fixed values in `WHERE` clauses, severely limiting their reusability and maintainability. This necessitates a high consolidation priority to introduce governed lookup tables and dynamic date parameters.",93
f04cf01a-a59d-4d08-a6a5-1f4a8a3540a9,Verity 2.0 Local,high,"The dashboard 'Verity 2.0 Local' contains two distinct metrics that are, in essence, the same base metric ('Total Daily Target by Section Team') but with different hardcoded date filters. This directly aligns with the dashboard's high consolidation score (8) from the initial AI analysis. The lack of SQL execution summary data prevents validation of query performance or actual data results, but the structural redundancy of the metrics is a clear indicator for consolidation. This pattern suggests a need for parameterization to reduce metric sprawl and improve dashboard flexibility.",94
bccf684d-1761-465f-9353-e26f5a499c26,Interim Adsales Performance Dashboard for FY26,high,"The dashboard, despite an initial high consolidation score, exhibits significant consolidation and coding practice issues. There are explicit duplicate metrics, logical flaws in several calculations leading to guaranteed zero results, and a pervasive anti-pattern of hardcoded `CASE` statements for relative time offsets. The lack of live SQL execution data prevents validation of performance or actual data outcomes, making these observations based purely on static SQL analysis. The identified issues suggest a need for immediate refactoring to improve data integrity, maintainability, and user trust.",95
ec783355-ff58-423e-a8df-83c75e9f77b3,Verity 2.0 Townsville Bulletin : Sunrise Report (Click here to access the full report),high,"The dashboard's initial consolidation score of 9 is strongly validated by the detailed metric analysis. All three defined metrics are functionally identical, differing only by hardcoded weekly date ranges in their SQL `WHERE` clauses. This represents a significant opportunity for consolidation into a single, parameterized metric, drastically improving maintainability and flexibility. The absence of any SQL query execution summary data prevents a comprehensive performance analysis or validation against live query results, which is a critical gap for understanding the dashboard's operational health.",96
28082293-c836-46f0-83f8-b5ce909cd051,SANDBOX VERSION - Commercial Finance Scorecards,high,"The dashboard, despite its high reported consolidation score, exhibits significant anti-patterns in its metric definitions, primarily due to widespread hardcoding of business logic (e.g., channel names, masthead mappings, scenario names, and specific fiscal years) directly within SQL queries. This approach makes the dashboard brittle, difficult to maintain, and prone to errors if underlying business rules or data structures change. The absence of live SQL execution data prevents validation of these metrics against actual performance or data consistency, but the observed patterns strongly indicate a need for a more robust, parameterized, and metadata-driven approach to metric definition. The dashboard appears to be hardcoded for FY26, which limits its reusability for other fiscal periods without manual SQL modifications.",97
db5d30dd-1fbd-4ddf-9ce5-21d28b662ce6,Verity 2.0 The National News Network Daily,high,"The dashboard 'Verity 2.0 The National News Network Daily' exhibits a high degree of hardcoding for dates, mastheads, and publication groups across all its metrics. While the initial AI analysis indicates a high consolidation score (8) and zero governance issues, the detailed metric analysis reveals significant anti-patterns related to hardcoded filters. This severely limits the reusability, flexibility, and maintainability of the metrics, contradicting the notion of high consolidation in practice. The absence of SQL execution summary data prevents validation against live performance or results, highlighting a critical area for investigation.",98
4db22271-c915-4a3b-95f1-57f52f6beaf1,Verity 2.0 Weekly performance report: TABN,high,"The dashboard 'Verity 2.0 Weekly performance report: TABN' exhibits a significant anti-pattern despite its initial high consolidation score (8). Multiple distinct metrics are defined for the same underlying business concept (e.g., 'Total C-Score Target'), with the only differentiation being hardcoded date ranges within their SQL logic. This leads to redundancy, increased maintenance burden, and poor reusability. The absence of live SQL execution data prevents validation of query performance, actual data results, or potential issues arising from the `PARSE_DATE` and `SAFE_CAST` operations in one of the metrics.",99
435b3177-8c9b-458c-9225-9c49bdbb9c98,Exit link from Datalocal auction-sales stories,medium,"The dashboard exhibits strong internal consolidation, with all three metrics deriving from a common base metric (`exit_link_clicks`) and utilizing the same underlying table (`ncau_exit_links`). Two of the three metrics share identical filtering logic (`STRPOS(t0.exit_link, 'datalocal') > 0 AND t0.source_code = 'Adobe WEB'`), demonstrating good reuse and a high consolidation score as indicated by the initial AI analysis. However, the absence of `sql_execution_summary` data prevents any validation of these metrics against live query results, making it impossible to confirm data accuracy, performance, or identify potential discrepancies between defined logic and actual execution. This lack of live data is the primary impediment to a comprehensive analysis.",100
a00f4341-2de3-4d89-8f85-cca805fb10d7,NewsQuery Cost Operation Dashboard-20241105,high,"The 'NewsQuery Cost Operation Dashboard-20241105' is designed to monitor BigQuery operational costs and usage. A primary observation is the presence of two distinct 'Total Cost' metrics (1.4x and 1.5x multipliers) which are nearly identical in their SQL logic, differing only by a hardcoded multiplier and a slightly varied notation for TB conversion. This indicates a significant opportunity for consolidation and parameterization. The base cost per terabyte (6.25) is also hardcoded across multiple cost-related metrics. Without the `sql_execution_summary` data, direct validation of live query performance or output accuracy is not possible, making the absence of this data a critical investigation point.",101
7ffe7054-679e-4e8f-bb3d-01c6e7799899,Engagement data - Audience Insights M&R + TA,high,"The dashboard, 'Engagement data - Audience Insights M&R + TA', exhibits significant opportunities for consolidation and refactoring. A critical finding is the presence of a hardcoded date in a key metric, rendering it static and unusable for dynamic analysis. Furthermore, both metrics heavily rely on complex, hardcoded `CASE` statements for classification and filtering, which is a major anti-pattern indicating a strong need for lookup tables or more robust data modeling. The absence of `sql_execution_summary` data prevents direct validation against live query performance or data mismatches, highlighting a crucial area for investigation into data observability.",102
5fa24f44-3883-4580-8930-bc4ca0bb7430,Verity 2.0 Business Network : Sunrise Report (Click here to access the full report),high,"The dashboard's initial consolidation score of 9 is misleading when examining the detailed metric definitions. While both metrics share a common base metric ID ('total_day_target') and data source, their SQL logic is heavily hardcoded with specific dates (May 2025, July/Aug 2025) and publication groups ('The Australian Business Network'). This anti-pattern indicates a lack of parameterization, leading to a proliferation of highly specific metrics rather than reusable, dynamic ones. The absence of live SQL execution data prevents validation of these metrics, but the hardcoded nature itself poses a significant maintenance and scalability challenge, warranting a high consolidation priority for refactoring.",103
5e8c40fc-c6c2-4e1c-a44b-b779ab9a72f9,Run of Dashboard,high,"The dashboard's metrics, while distinct in their business context (e.g., specific years, publications, or advertiser types), are all derived from the same base table (`v_adsales_revenue_client`) and share a significant amount of common filtering logic. The absence of live SQL execution data prevents validation of these metrics against actual query performance or data consistency, but the static SQL definitions reveal substantial opportunities for consolidation through a shared semantic layer or base views. The current implementation relies heavily on hardcoded values, which impacts maintainability and reusability.",104
3516a531-3188-4e5d-b49c-3150298ebdc7,Verity 2.0 Advertiser: Sunrise Report (Click here to access the full report),high,"The dashboard's single, high-criticality metric, 'Sum of C-Score Target by Publication Group', contains a significant discrepancy: its SQL logic includes hardcoded date filters (2025-05-26 to 2025-06-01), directly contradicting the business description which states the date range is dynamically applied by dashboard controls. This fundamental flaw renders the metric inaccurate for any period outside this specific week and undermines the dashboard's utility. The absence of live SQL execution data prevents validation of the metric's actual performance or data output, making it impossible to confirm if the dashboard is currently displaying any data or if it's consistently showing data only for that hardcoded week.",105
c03dec50-b74e-40c6-a5c8-50fad5ea3f0f,Gen Ai: article summaries,high,"The 'Gen Ai: article summaries' dashboard, despite an initial assessment of '0' governance issues, exhibits significant anti-patterns in its underlying SQL logic. A core 'AI-assisted' article definition, including specific publication groups and date ranges, is hardcoded and duplicated across 12 out of 13 metrics and dimensions. This extensive repetition creates a high maintenance burden and introduces a substantial risk of inconsistency if business rules change. Furthermore, an unnecessary 'image' CTE and join are included in aggregate metrics, adding overhead. The absence of SQL execution summary data prevents validation of query performance or actual results, but the identified code patterns strongly indicate a need for immediate refactoring to improve maintainability and data governance.",106
39e47abe-f145-4ba6-9562-03fc4d6512d4,Verity 2.0 Daily Telegraph: Sunrise Report (Click here to access the full report),high,"The dashboard, despite its 'Daily' and 'Weekly' naming conventions, relies heavily on hardcoded dates within all three metrics, rendering it static and requiring manual updates for each reporting period. The initial AI analysis incorrectly reported zero governance issues, as the detailed SQL reveals significant anti-patterns, including duplicated, hardcoded exclusion lists across multiple metrics and complex, embedded business logic for article scoring. The absence of SQL execution data prevents any validation of query performance, success, or actual data output, which is a critical gap for a production dashboard.",107
736e39be-8b74-442d-bf5a-0b75971e3de0,Verity At-A-Glance: TAUS,high,"The 'Verity At-A-Glance: TAUS' dashboard, despite an initial high consolidation score (8), exhibits significant anti-patterns due to pervasive hardcoded values within its metric definitions. All key metrics are hardcoded to specific future dates and categorical filters (masthead, customer type, scenario), rendering the dashboard static and unsuitable for dynamic, ongoing analysis without manual updates. The absence of `sql_execution_summary` data prevents validation against live query performance or results, but the SQL logic itself indicates a critical need for refactoring to introduce dynamic date parameters and flexible categorical filtering. The current implementation suggests a 'snapshot' dashboard rather than an 'at-a-glance' tool for evolving data.",108
33b41b56-aab7-4a76-bb96-0c891b4b0a1f,Verity 2.0 Education: Sunrise Report,medium,"The dashboard exhibits a strong foundation for consolidation, with both metrics deriving from the same base metric ('total_day_target') and the same underlying table (`cdm_reference_data.subscription_targets`). This aligns with the high consolidation score (7) from the initial AI analysis. The primary distinction between the two metrics lies in the specific filtering applied to `publication_group`. However, the absence of live SQL execution data (`sql_execution_summary` is empty) prevents any validation of the SQL logic against actual performance or results, making it impossible to confirm data integrity or identify runtime issues. The current SQL definitions reveal several hardcoded values that could impact maintainability and scalability if not managed dynamically within the Looker Studio environment.",109
50fdfb08-6d82-4d1d-a41d-de3284ec00b7,Present: FY25 - 5.15 Verity,high,"The dashboard 'Present: FY25 - 5.15 Verity' exhibits a high degree of hardcoded business logic within its metric definitions, particularly for filtering criteria related to mastheads, customer types, and especially newsletter activities. While the SQL logic directly implements the stated business descriptions, the extensive use of hardcoded values and complex `REGEXP_CONTAINS` clauses across multiple metrics creates a significant maintenance burden and severely limits reusability and flexibility. The absence of live SQL execution data prevents validation of performance or actual results, but the static SQL itself highlights a critical need for refactoring towards more dynamic, parameterized, and centralized data definitions to improve governance and reduce complexity.",110
5705039f-1f6f-4c93-aba9-8ce549025d5c,SVOC - SIT QVR data sets - Exploration,high,"The analysis of the 'SVOC - SIT QVR data sets - Exploration' dashboard reveals significant opportunities for consolidation and improvement in coding practices. A critical observation is the absence of live SQL execution data, which prevents direct validation of metric performance or data accuracy. However, the detailed metric definitions expose two major anti-patterns: the repeated implementation of a complex `CASE` statement for subscriber movement classification across multiple metrics, and the pervasive use of hardcoded date ranges. These issues indicate poor maintainability, limited reusability, and contradict the initial AI assessment of '0 governance issues', necessitating a high consolidation priority.",111
d5fd8b83-22d8-478f-8e22-b9e83bda01f2,Percentage of article read,high,"The dashboard 'Percentage of article read' exhibits significant opportunities for consolidation and refactoring due to prevalent hardcoded values and duplicated logic within its metric definitions. A critical observation is the complete absence of live SQL execution data, which prevents any validation of the defined metrics against actual runtime performance or results. This lack of execution data elevates the consolidation priority, as the current analysis relies solely on static SQL definitions, which reveal several anti-patterns. Specifically, metrics are hardcoded for specific content IDs, future date ranges, and a single publication group ('The Australian'), severely limiting the dashboard's dynamic utility and reusability. The reported '0 governance issues' in the initial summary is misleading given these identified coding anti-patterns.",112
63911575-4b9d-45c4-830c-8726e98adb93,Verity 2.0 Weekly performance report: CODE + NSN,high,"The 'Verity 2.0 Weekly performance report' dashboard, despite its moderate complexity and consolidation score, exhibits significant anti-patterns related to hardcoded date ranges and specific business dimensions across all its metrics. This practice severely limits its reusability, maintainability, and scalability, requiring manual updates for each reporting period or change in business scope. The absence of SQL execution summary data prevents validation of the queries against live results, necessitating further investigation into data accessibility or query execution logs.",113
f81b655d-53a4-47f8-a195-c230b57dd77c,Google Search Console,high,"The dashboard's metrics are currently configured with hardcoded future date ranges, rendering them non-functional for current data. While the initial analysis indicates a high consolidation score (8), the underlying SQL reveals a significant anti-pattern: common business logic (e.g., brand categorization) is implemented via repeated, extensive hardcoded `CASE` statements rather than leveraging shared, governed dimensions or lookup tables. This makes the dashboard brittle, difficult to maintain, and prone to inconsistencies if the business logic changes. The absence of SQL execution summary data prevents validation of live performance or error states, but the static SQL itself indicates critical issues.",114
811bb139-3da6-4fa5-8ddc-4b9f263cb1d5,Beyond Words | Production Dashboard - Beta,high,"The dashboard 'Beyond Words | Production Dashboard - Beta' exhibits a high degree of data source consolidation, as all metrics draw from the same `article_voice_engagement_metrics` table. However, a critical anti-pattern observed is the pervasive use of hardcoded and overlapping date ranges across nearly all metrics. This severely limits the dashboard's flexibility, requires manual updates for each reporting period, and indicates a lack of dynamic date filtering implementation. Furthermore, a complex, hardcoded `CASE` statement for categorizing publication groups introduces maintenance overhead and brittleness. The absence of any SQL execution summary data prevents validation of query performance, data volume, or actual results, making it impossible to confirm the dashboard's operational health or data consistency.",115
d381c80a-e345-4120-8950-e85e976e50b6,Verity 2.0 - Prod - PRSTN - Social Summary,high,"While the dashboard initially received a high consolidation score, a deeper analysis comparing metric definitions with live query results reveals significant discrepancies and anti-patterns. Specifically, the hardcoded `CASE` statement for 'Social Platform' is incomplete, leading to 'Other/Unknown' categories where 'Tiktok' is expected. Furthermore, the 'Post Media Type Name' dimension shows inconsistencies between its business description and observed live data values, indicating potential data quality or definition issues. These findings suggest that core categorization logic is not fully aligned with the underlying data, necessitating immediate attention to ensure data accuracy and reliability for this 'Social Summary' dashboard.",116
fb7ea77f-c0b0-490a-9cb2-eb49816cf8fa,ARM,high,"The dashboard 'ARM' exhibits a foundational level of consolidation by utilizing a single underlying view (`v_subscription_base_movement_agg`) for all its metrics. However, this consolidation is significantly undermined by pervasive hardcoded filters for fiscal year, brand, and classification levels within the SQL logic of all metrics. Furthermore, an inconsistency in filtering by `fy_week_of_year` between the 'Q3' metrics and the 'Sunday Subscription Count' introduces potential data discrepancies. The absence of live SQL execution data prevents validation of query performance or actual data results, highlighting a critical gap in observability.",117
21263991-9738-454a-977b-1158587a1525,Circ Snapshot Load Precheck,high,"The 'Circ Snapshot Load Precheck' dashboard is a critical operational tool, as evidenced by its high business criticality and all metrics being KPIs. Its primary function is to monitor data load status and freshness across various circulation and finance-related tables. However, the analysis is significantly limited by the absence of live SQL execution data, which prevents validation of the reported metric logic against actual query performance or results. The detailed metric definitions reveal a pervasive anti-pattern: highly repetitive and hardcoded SQL queries for each table's freshness check, often with varying and inconsistently applied freshness criteria. This approach indicates a lack of a centralized, templated, or metadata-driven data quality monitoring framework, leading to significant maintenance overhead, potential for inconsistencies, and reduced scalability. Consolidating these metrics into a more generic, configurable solution is a high priority to improve reliability and reduce technical debt.",118
43bb6e05-d417-49e0-870f-e51fa1b31b59,Verity 2.0 - Prod - PRSTN - Content Registration Summary,high,"The dashboard, 'Verity 2.0 - Prod - PRSTN - Content Registration Summary', exhibits significant issues that warrant high consolidation priority despite its initial high consolidation score. All three core metrics are configured with hardcoded `SubscriptionDateTime` filters set to future dates (e.g., 2025), which will prevent the dashboard from displaying any current or historical data. Furthermore, a critical anti-pattern is observed where the `CASE` statement logic for deriving 'social referrer' is duplicated across two different metrics, indicating a lack of centralized logic. The absence of `sql_execution_summary` data prevents validation of query performance or actual data output, but the hardcoded future dates strongly suggest the dashboard is currently non-functional.",119
8a7be976-10d2-4657-aa8a-8bcbcb4c4cd7,News.com.au - Best Of & Checkout - Daily Update,high,"The dashboard 'News.com.au - Best Of & Checkout - Daily Update' is critically impacted by fundamental data retrieval issues. All listed metrics show a 'response_id: 404', indicating a complete failure to execute queries or retrieve data. Furthermore, despite being a 'Daily Update' dashboard, all metric SQL queries contain hardcoded future dates, and these dates are inconsistent across different metrics (e.g., '2025-08-26' vs. '2025-07-01'). This renders the dashboard non-functional for its stated purpose and requires immediate attention. The initial AI analysis's 'total_governance_issues: 0' is contradicted by these findings.",120
eb8b311c-ae29-4773-b749-b429715b073d,Verity 2.0 Sport Newsroom : Sunrise Report (Click here to access the full report),high,"The initial AI analysis reported a high consolidation score (9), likely due to both metrics sharing a common `base_metric_id`. However, a deeper dive reveals a significant anti-pattern: the dashboard utilizes two distinct metrics that are nearly identical, differing only by hardcoded date ranges in their SQL logic. This indicates poor dashboard-level consolidation and parameterization, leading to duplicated code, increased maintenance burden, and reduced flexibility. The absence of SQL execution summary data prevents validation of live performance or data integrity, highlighting a critical gap in observability.",121
3c4b6517-cd6a-4138-bd32-09644e44c44a,HS morning report,low,"The 'HS morning report' dashboard appears to be well-structured with a high consolidation score (7) and moderate complexity (6). All four high-criticality KPIs leverage a limited set of data sources, with three out of four metrics sharing the same underlying view (`v_consumer_activity_daily_summary`) and identical filtering logic. This indicates good internal consistency and a degree of data consolidation. However, the absence of `sql_execution_summary` data prevents any live validation of metric performance, data volume, or actual query results, which is a significant gap for a comprehensive analysis. The primary area for improvement identified is the repeated hardcoded filtering logic across multiple metrics, which, while consistent, could impact future flexibility and maintenance.",122
a5ab7569-238a-4229-a402-868a12d75088,Client Heath - Check ,high,"The 'Client Heath - Check' dashboard, while having a moderate consolidation score, exhibits significant anti-patterns in its SQL logic. A critical observation is the complete absence of `sql_execution_summary` data, preventing live data validation and performance analysis. However, a deep dive into the `sql_logic` for all four metrics reveals extensive duplication of complex `CASE` statements and hardcoded lookup tables (via `UNION ALL` CTEs). This design choice severely impacts maintainability, introduces a high risk of inconsistencies, and makes future modifications or extensions cumbersome. The current structure suggests a strong need for refactoring to leverage proper metadata tables and potentially modularized SQL views or functions to improve data governance and reduce technical debt.",123
6dfeb6d8-8d5e-4118-ae57-9597289a7e53,Verity 2.0 Usage,medium,"The 'Verity 2.0 Usage' dashboard exhibits a strong foundation for data consolidation, particularly through its reliance on a dedicated `verity2_user_test` reference table for user and team information. This centralizes key dimensions like AD User Name, Role, Author Team, and Masthead, aligning with the reported high consolidation score (8). The metrics are well-defined and leverage standard BigQuery functions for GA4 data (e.g., UNNEST for event parameters, REGEXP_CONTAINS for event name filtering, DATETIME_TRUNC for date aggregation). However, the absence of live SQL query execution data prevents a comprehensive validation of actual performance, data volume, and potential runtime issues, making it difficult to fully assess operational consolidation and efficiency.",124
a4ae6326-c6de-4270-babd-bd87207b0af1,The Australian x H24,high,"The dashboard 'The Australian x H24' is rated with a high consolidation score (8) in the initial AI analysis, suggesting good metric reuse. However, a deeper dive into the detailed metric SQL logic reveals significant anti-patterns related to hardcoded values and repeated filtering logic across multiple metrics. Specifically, exclusion lists for `subscriber_id_src` and complex `REGEXP_CONTAINS` patterns for `sold_in_source_code` are duplicated. This indicates a need for a higher level of data governance and abstraction to truly achieve consolidation and maintainability. The absence of SQL execution summary data prevents validation of query performance or actual data outcomes, marking a critical area for investigation.",125
a0a0af46-f41f-4236-b6d1-6de8e92e6e23,Quick CVM cohort sizing - ,high,"The dashboard 'Quick CVM cohort sizing -' exhibits a high complexity and consolidation score (both 9), indicating a significant opportunity for optimization. A primary observation is the pervasive use of hardcoded `CASE` statements and `REGEXP_CONTAINS` logic within the SQL definitions for critical business dimensions (Payment Type, Delivery Schedule Type, Subscriber Activity Level, Subscription Tenure Group, and Contract Type). This approach, while functional, introduces significant maintenance overhead, potential for data inconsistencies, and makes future modifications challenging. Crucially, the absence of `sql_execution_summary` data prevents validation of these hardcoded rules against live data, meaning we cannot confirm if all relevant categories are captured or if there are data mismatches. The reported '0 governance issues' should be viewed with caution given the lack of execution data.",126
4114bd43-f752-4628-9b6c-1941b3c0d962,FY26 Campaigns Report (Sandbox),high,"The dashboard, despite being named 'FY26 Campaigns Report (Sandbox)', is fundamentally misaligned as its core metrics and filters are hardcoded to financial years 2024 and 2025. This represents a critical functional error. Furthermore, a pervasive and highly problematic 'LIMIT 1' clause is present in the SQL logic for *all* metrics and filters, which would prevent them from returning complete or correct data (e.g., only one distinct value for filters, or only one row's sum for a measure). The extensive use of long, hardcoded 'NOT IN' lists for exclusions across multiple metrics indicates significant anti-patterns, hindering maintainability and data governance, directly contradicting the initial AI's '0 governance issues' and 'high consolidation' scores. The absence of SQL execution summary data prevents validation against live results, but the identified SQL logic issues are severe enough to warrant immediate attention.",127
9e810f08-0171-451e-a406-6bf7076c4d2f,Verity 2.0 - TAUS Wealth Daily Update,medium,"The dashboard exhibits a high consolidation score (8), effectively grouping metrics into two primary business domains: article/registration data and subscription targets, each leveraging a dedicated core table. However, a critical observation is the pervasive use of hardcoded date ranges across all metrics. Despite the `sql_execution_summary` indicating recent data availability (up to 2025-09-04) in the underlying tables, the dashboard's metrics are querying specific, older, hardcoded dates (e.g., 2025-08-03, 2025-07-01). This fundamental discrepancy means the dashboard, despite its 'Daily Update' name, is not displaying current data, necessitating manual SQL updates for freshness. Further optimization opportunities exist in refining subquery column selections and standardizing date handling.",128
4fc017fc-f405-453a-83c5-027155103330,DRAFT - Test audience size - NBO_subscriber table,high,"The dashboard, currently in 'DRAFT' status, exhibits a high degree of data source consolidation, relying solely on the `subscriber_lcdp` table. However, the analysis of individual metric SQL logic reveals significant anti-patterns, particularly the pervasive use of hardcoded future dates (e.g., 2025-05-06, 2025-05-18) and a hardcoded contact ID. This renders the dashboard static and unusable for current or dynamic analysis, directly contradicting the initial AI's high consolidation score which likely refers to data source usage rather than query logic efficiency or dynamism. The absence of SQL execution summary data prevents validation against live performance or results, highlighting a critical gap in observability.",129
a8f4530d-2788-4494-9ad2-73660bcd7c36,Audience Insights - Funnel Performance ,medium,"The dashboard exhibits a strong foundation for consolidation, with all three metrics deriving from the same base table (`subscriber_base_agg`) and sharing a common `base_metric_id` ('total_subscribers'). This structural consistency aligns with the high initial consolidation score. However, a critical inconsistency in filtering logic for 'Total Subscribers by Masthead' compared to the other two metrics introduces potential data discrepancies. Furthermore, the 'Total Subscribers by Audience Segment' metric relies on a hardcoded CASE statement for categorization, which is an anti-pattern. The absence of live SQL execution data prevents validation of these observations against actual query performance or results, necessitating further investigation.",130
c3fc480a-3d9d-4ea9-96f3-4eab5ec79637,Copy of Consumer-UD - Core Subscription Health Check ,high,"The dashboard aims to provide a consolidated view of data freshness across various critical datasets (Medallia, Audience Insights, prstn_consumer, and general CDM/SDM sources). While the *intent* is high consolidation (reflected in the AI's consolidation score of 9), the *implementation* heavily relies on extensive hardcoded lists and duplicated complex SQL logic. This approach severely undermines true consolidation, creating a significant maintenance burden, increasing the risk of data inconsistencies, and making the dashboard fragile to changes in underlying data sources or monitoring requirements. The absence of live SQL execution data prevents validation of these assumptions and observation of real-world performance impacts.",131
f60ad8ef-829d-4363-b705-c60a305ec777,Verity 2.0 Herald Sun : PM Conference (Click here to access the full report),high,"The dashboard, focused on a single high-criticality KPI ('Total C-Score Target by Publication Group'), is currently rendered ineffective due to a critical anti-pattern: its underlying SQL query contains a hardcoded date range set in the future (June 9-15, 2025). This prevents the dashboard from displaying current or relevant data, making it static and unusable for its intended purpose of performance monitoring. Furthermore, the absence of any SQL execution summary data means there's no live validation of the query's performance or actual results, necessitating further investigation into its operational status.",132
9b27e204-fd9a-4032-8669-58b6f23bfef,Verity 2.0 Cairns Post : Sunrise Report (Click here to access the full report),high,"The initial AI analysis reported a high consolidation score (9), but a detailed review of the metrics reveals a significant anti-pattern. All three metrics are essentially the same 'C-Score Target' measure, differentiated only by hardcoded weekly date ranges in their SQL logic. This indicates poor consolidation practices, leading to redundant metric definitions and high maintenance overhead. The dashboard's reported low complexity score (2) is misleading, as this design choice introduces unnecessary complexity in metric management. Furthermore, the absence of SQL execution summary data prevents validation of query performance or actual data retrieval.",133
567db886-3b54-47d1-bfe5-b972c2cc0449,Adsales Performance Dashboard - FY25 PDFs Final,high,"The dashboard, despite its high initial consolidation score, exhibits significant opportunities for further data model consolidation and SQL logic refactoring. A pervasive anti-pattern is the repetition of `CASE WHEN` statements for filtering by fiscal year offsets and the redundant creation of 'k' (thousands) metrics via `SAFE_DIVIDE(..., 1000)`. The most critical finding is the presence of a highly complex, hardcoded metric (`gross_revenue_complex_conditions_sum`) that embeds intricate business logic directly into the SQL, indicating a lack of standardized definitions and a potential governance risk. The absence of `sql_execution_summary` prevents validation against live query performance or results, necessitating further investigation into data observability.",134
5e3be025-a96e-4f5d-8172-dfef07e60f6d,Commercial Finance Scorecards (Forecast Version),high,"The 'Commercial Finance Scorecards (Forecast Version)' dashboard, despite its high complexity (score 9) and consolidation potential (score 8), exhibits significant anti-patterns in its metric definitions. All 59 metrics query the same underlying table, but each metric's SQL logic independently hardcodes the fiscal year (2025) and redundantly executes a subquery to determine the current fiscal week. Additionally, budget metrics are hardcoded to a specific 'CM' masthead. These issues severely impact maintainability, flexibility, and query efficiency. The absence of SQL execution summaries prevents live data validation, but the structural inefficiencies are evident and warrant immediate attention for optimization and parameterization.",135
e642b3f9-9711-44c8-b2d8-959ded9f5b0d,OFFICIAL EDIT - Audience Insights - Adds & Cancels Performance ,high,"The analysis of the detailed metric definitions reveals a critical and systemic issue: almost all metrics, including key performance indicators (KPIs) and dimensions, contain a `LIMIT 1` clause in their SQL logic. This fundamentally breaks the intended functionality of a dashboard, preventing proper aggregation, full data display, and dynamic filtering. For instance, the 'Total Subscription Movement Count (Cancels, Filtered)' KPI, despite its name, will only ever return a sum based on a single row, or a single row's value, rather than an aggregated total across the dataset. Similarly, dimensions will only ever show one example value. Furthermore, this KPI is heavily hardcoded with specific dates and categorical values, severely limiting its reusability and general applicability. The 'Audience Segment (Adds)' metric also relies on an extensive hardcoded CASE statement, indicating a need for a more robust, maintainable lookup structure. The absence of live SQL execution data prevents validation of these observations against actual query performance or results, but the SQL logic itself points to severe functional limitations.",136
246977b9-22df-4780-b0ad-f575607cd32d,Health today,high,"The primary observation is the absence of live SQL query execution data, which critically prevents validation of the dashboard's metrics against real-world performance and resource consumption. This lack of data elevates the investigation priority. However, based on the detailed metric definitions, all metrics and dimensions (Total Daily Subscription Target by Section Team, Target Date, Section Team, Daily Target by Publication Group, Website, Week) consistently originate from a single BigQuery table (`ncau-data-newsquery-prd.cdm_reference_data.subscription_targets`). This indicates a strong level of data source consolidation at the logical layer, aligning with the initial AI analysis's 'consolidation_score' of 7. The dashboard's specific filters (e.g., 'Health' for Section Team, excluding 'The Australian' for Website), as noted in the initial analysis, appear to be applied at the dashboard or chart level rather than being hardcoded into the metric SQL, which is a good practice for metric reusability and maintainability.",137
bb705701-76b0-40eb-bc6f-0159956fda7a,Verity 2.0 NT News : Sunrise Report (Click here to access the full report),high,"The 'Verity 2.0 NT News : Sunrise Report' dashboard is highly focused, containing only one critical metric: 'Total C-Score Target by Publication Group'. While the initial analysis indicates a high consolidation score (9) and low complexity (2), a critical anti-pattern was identified in the metric's SQL logic: a hardcoded date range. This renders the dashboard static and effectively obsolete for ongoing 'Sunrise Report' purposes, requiring immediate attention. Furthermore, the absence of any SQL execution summary data prevents validation of the query's performance or actual data output, highlighting a significant gap in observability.",138
