interaction_type,primary_metric,related_metrics,relationship_description,mathematical_formula,business_validation,validation_sql,relationship_strength,business_impact,response_id,dashboard_id,related_metrics_count,related_metrics_text
mathematical_relationship,financial_month_id,"['financial_year', 'financial_month_number']","The 'Financial Month ID' is a derived metric, mathematically combining 'Financial Year' and 'Financial Month Number' to create a unique, sortable identifier for each financial month.",Financial_Month_ID = (FinancialYear * 100) + FinancialMonthNumber,"Ensures consistent and correct chronological ordering of financial periods, regardless of the financial year start date.","SELECT FinancialYear, FinancialMonthNumber, ((FinancialYear * 100) + FinancialMonthNumber) AS CalculatedID FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_fin_month` LIMIT 10;",strong,medium,8,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f,2,"financial_year, financial_month_number"
dependency,financial_month_display_kargo,"['static_days', 'financial_month_id']",The 'Financial Month Display (Kargo)' is a display-oriented string that directly depends on the 'Static Days' metric and the 'Financial Month ID' for its content.,"Display String = CONCAT(SAFE_CAST(StaticDays AS STRING), ' (', SAFE_CAST(Financial_Month_ID AS STRING), ' )')",Provides a user-friendly representation of the key pacing metric for Kargo within its relevant financial period.,"SELECT StaticDays, Financial_Month_ID, CONCAT(SAFE_CAST(StaticDays AS STRING), ' (', SAFE_CAST(Financial_Month_ID AS STRING), ' )') AS DisplayString FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_fin_month` WHERE CurrentMonthFlag = 1 AND Source = 'Kargo' LIMIT 10;",strong,medium,8,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f,2,"static_days, financial_month_id"
dependency,financial_month_display_non_adx,"['num_days', 'financial_month_id']",The 'Financial Month Display (Non-AdX)' is a display-oriented string that directly depends on the 'Num Days' metric and the 'Financial Month ID' for its content.,"Display String = CONCAT(SAFE_CAST(NumDays AS STRING), ' (', SAFE_CAST(Financial_Month_ID AS STRING), ' )')",Provides a user-friendly representation of the key pacing metric for Non-AdX sources within its relevant financial period.,"SELECT NumDays, Financial_Month_ID, CONCAT(SAFE_CAST(NumDays AS STRING), ' (', SAFE_CAST(Financial_Month_ID AS STRING), ' )') AS DisplayString FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_fin_month` WHERE CurrentMonthFlag = 1 AND (Source NOT IN ('AdX') OR Source IS NULL) LIMIT 10;",strong,medium,8,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f,2,"num_days, financial_month_id"
dependency,fiscal_week_month_string,"['week_number_adjusted', 'custom_fiscal_month_number']",The fiscal week and month string is formatted using the calculated adjusted week number and custom fiscal month number.,N/A (string concatenation),Ensures the time dimension is correctly presented according to the defined fiscal calendar.,"SELECT fiscal_week_month_string, week_number_adjusted, custom_fiscal_month_number FROM primary_analysis_sql LIMIT 10",strong,high,9,5dae02f0-dc48-418c-bdf9-5e5d2b1d6e26,2,"week_number_adjusted, custom_fiscal_month_number"
dependency,recognition_type,"['delivery_medium_type', 'email_bundle_flag']",The recognition type (Digital/Print) is determined by the delivery medium and an internal email/bundle flag.,N/A (conditional logic),Ensures subscriptions are correctly classified for digital vs. print analysis.,"SELECT delivery_medium_type, subscriber_has_email_flag, recognition_type FROM primary_analysis_sql LIMIT 10",strong,high,9,5dae02f0-dc48-418c-bdf9-5e5d2b1d6e26,2,"delivery_medium_type, email_bundle_flag"
dependency,masthead_group_broad,['masthead_group_detailed'],"The broad masthead grouping is derived from the detailed masthead grouping, consolidating specific mastheads into larger categories.",N/A (conditional grouping),"Provides a summarized view of masthead performance, essential for high-level reporting.","SELECT masthead_group_detailed, masthead_group_broad FROM primary_analysis_sql LIMIT 10",strong,high,9,5dae02f0-dc48-418c-bdf9-5e5d2b1d6e26,1,masthead_group_detailed
filter_impact,digital_subscription_count,"['recognition_type', 'masthead_group_broad']","The digital subscription count is directly filtered by 'Digital Recognition' and excludes 'Discontinued' mastheads, ensuring only relevant digital subscriptions are counted.",COUNT(DISTINCT subscription_id) WHERE recognition_type = 'Digital Recognition' AND masthead_group_broad != 'Discontinued',Ensures the core metric aligns with the dashboard's focus on 'Optimizing Digital Subscriptions'.,SELECT COUNT(DISTINCT subscription_id_placeholder) FROM primary_analysis_sql WHERE recognition_type = 'Digital Recognition' AND masthead_group_broad != 'Discontinued',strong,high,9,5dae02f0-dc48-418c-bdf9-5e5d2b1d6e26,2,"recognition_type, masthead_group_broad"
mathematical_relationship,current_fy_gross_revenue_k_minus_current_fy_lgb_k,"['current_fy_gross_revenue_k', 'current_fy_lgb_k']",This metric is the difference between 'Current FY Gross Revenue (K)' and 'Current FY LGB (K)'.,Current FY Gross Revenue (K) - Current FY LGB (K),"Measures the variance between actual/non-future revenue and the forecasted LGB for the current financial year. A positive value indicates revenue exceeding LGB, while a negative value indicates LGB exceeding revenue.","SELECT
  SUM(current_fy_gross_revenue_k) - SUM(current_fy_lgb_k) AS calculated_difference,
  SUM(current_fy_gross_revenue_k_minus_current_fy_lgb_k) AS reported_difference
FROM (
  -- Insert the primary_analysis_sql here, or a CTE that calculates these metrics
  -- For brevity, assuming a pre-calculated table or CTE 'metrics_data'
  SELECT
    SUM(CASE WHEN (relative_fy_year_offset = 0) THEN (gross_revenue_amount / 1000) ELSE 0 END) AS current_fy_gross_revenue_k,
    SUM(CASE WHEN (relative_fy_year_offset = 0) THEN (ss_lgb / 1000) ELSE 0 END) AS current_fy_lgb_k,
    SUM(CASE WHEN (relative_fy_year_offset = 0) THEN (gross_revenue_amount / 1000) ELSE 0 END - CASE WHEN (relative_fy_year_offset = 0) THEN (ss_lgb / 1000) ELSE 0 END) AS current_fy_gross_revenue_k_minus_current_fy_lgb_k
  FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance`
  WHERE PARSE_DATE('%Y-%m-%d', booking_line_created_date) >= DATE_SUB(CURRENT_DATE(), INTERVAL 1 YEAR)
) AS metrics_data
LIMIT 1;",strong,high,10,4d8074b2-17a8-48ba-babe-c536359b1f64,2,"current_fy_gross_revenue_k, current_fy_lgb_k"
dependency,current_fy_non_future_gross_revenue_k,"['current_fy_gross_revenue', 'is_future_period_flag']",This metric is derived from 'Current FY Gross Revenue' by excluding records where 'is_future_period_flag' is not 'N' and then dividing by 1000.,"SUM(IF(relative_fy_year_offset = 0 AND is_future_period_flag = 'N', gross_revenue_amount, 0)) / 1000","Ensures that revenue figures for the current FY only include actualized or non-future bookings, providing a more conservative and reliable revenue measure.","SELECT
  SUM(CASE WHEN relative_fy_year_offset = 0 AND is_future_period_flag = 'N' THEN gross_revenue_amount ELSE 0 END) / 1000 AS calculated_k,
  SUM(SAFE_DIVIDE(CASE WHEN (relative_fy_year_offset = 0 AND is_future_period_flag = 'N') THEN gross_revenue_amount ELSE 0 END, 1000)) AS reported_k
FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance`
WHERE PARSE_DATE('%Y-%m-%d', booking_line_created_date) >= DATE_SUB(CURRENT_DATE(), INTERVAL 1 YEAR)
LIMIT 1;",strong,high,10,4d8074b2-17a8-48ba-babe-c536359b1f64,2,"current_fy_gross_revenue, is_future_period_flag"
dependency,previous_fy_gross_revenue_lod_date_le_1_year_ago,"['previous_fy_gross_revenue', 'fix_date_lod', 'booking_line_created_date', 'date_one_year_ago']","This metric is a subset of 'Previous FY Gross Revenue', filtered by a specific date condition on the 'effective_lod_date' relative to a hardcoded 'one year ago' date.","SUM(IF(relative_fy_year_offset = -1 AND effective_lod_date <= date_one_year_ago, gross_revenue_amount, 0))","Provides a specific historical comparison point, useful for analyzing performance against a fixed prior period baseline. The hardcoded date makes this less dynamic.","SELECT
  SUM(CASE WHEN relative_fy_year_offset = -1 AND (SAFE_CAST(CASE WHEN (revenue_type = 'DIGITAL' AND revenue_group_subtype = 'DIGITAL' AND sales_segment_l_2_name_sync = 'Digital Other' AND advertiser_parent != 'DOUBLECLICK') THEN fix_date_lod ELSE PARSE_DATE('%Y-%m-%d', booking_line_created_date) END AS DATETIME) <= DATETIME_ADD(SAFE_CAST(DATE(TIMESTAMP '2025-01-06 23:58:33.668651+00', 'Australia/Sydney') AS DATETIME), INTERVAL -365 DAY)) THEN gross_revenue_amount ELSE 0 END) AS calculated_value,
  SUM(CASE WHEN relative_fy_year_offset = -1 AND (SAFE_CAST(CASE WHEN (revenue_type = 'DIGITAL' AND revenue_group_subtype = 'DIGITAL' AND sales_segment_l_2_name_sync = 'Digital Other' AND advertiser_parent != 'DOUBLECLICK') THEN fix_date_lod ELSE PARSE_DATE('%Y-%m-%d', booking_line_created_date) END AS DATETIME) <= DATETIME_ADD(SAFE_CAST(DATE(TIMESTAMP '2025-01-06 23:58:33.668651+00', 'Australia/Sydney') AS DATETIME), INTERVAL -365 DAY)) THEN gross_revenue_amount ELSE 0 END) AS reported_value
FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance`
WHERE PARSE_DATE('%Y-%m-%d', booking_line_created_date) >= DATE_SUB(CURRENT_DATE(), INTERVAL 2 YEAR)
LIMIT 1;",strong,medium,10,4d8074b2-17a8-48ba-babe-c536359b1f64,4,"previous_fy_gross_revenue, fix_date_lod, booking_line_created_date, date_one_year_ago"
dependency,last_fy_gross_revenue,['gross_revenue_amount_base'],Last FY Gross Revenue is a conditional sum of the base gross revenue amount.,SUM(CASE WHEN relative_fy_year_offset = -1 THEN gross_revenue_amount ELSE 0 END),Ensures that only revenue from the previous financial year is included for comparison.,SELECT SUM(CASE WHEN relative_fy_year_offset = -1 THEN gross_revenue_amount ELSE 0 END) AS last_fy_revenue FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly` WHERE financial_year = (SELECT financial_year FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly` WHERE relative_fy_year_offset = 0 LIMIT 1) - 1,strong,high,11,1a5f7b4e-ea3a-46e4-8b77-b428f4178510,1,gross_revenue_amount_base
dependency,current_fy_gross_revenue,['gross_revenue_amount_base'],Current FY Gross Revenue is a conditional sum of the base gross revenue amount.,SUM(CASE WHEN relative_fy_year_offset = 0 THEN gross_revenue_amount ELSE 0 END),Ensures that only revenue from the current financial year is included for tracking.,SELECT SUM(CASE WHEN relative_fy_year_offset = 0 THEN gross_revenue_amount ELSE 0 END) AS current_fy_revenue FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly` WHERE financial_year = (SELECT financial_year FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly` WHERE relative_fy_year_offset = 0 LIMIT 1),strong,high,11,1a5f7b4e-ea3a-46e4-8b77-b428f4178510,1,gross_revenue_amount_base
filter_impact,last_fy_digital_revenue_conditional,"['gross_revenue_amount_base', 'revenue_type_dim', 'revenue_group_subtype_dim', 'sales_segment_l_2_name_sync_dim', 'advertiser_parent_dim', 'fix_date_lod_dim', 'booking_line_created_date_dim']","This metric is a highly specific subset of last FY gross revenue, filtered by multiple digital-related dimensions and a hardcoded date cutoff.",SUM(gross_revenue_amount) WHERE relative_fy_year_offset = -1 AND (digital_conditions AND date_condition),"Used for specific digital revenue analysis, but its complexity and hardcoded date make it prone to misinterpretation or staleness.","SELECT SUM(CASE WHEN relative_fy_year_offset = -1 AND (CASE WHEN (UPPER(revenue_type) = 'DIGITAL' AND UPPER(revenue_group_subtype) = 'DIGITAL' AND sales_segment_l_2_name_sync = 'Digital Other' AND advertiser_parent != 'DOUBLECLICK') THEN fix_date_lod ELSE PARSE_DATE('%Y-%m-%d', booking_line_created_date) END <= DATE_ADD(DATE '2025-01-02', INTERVAL -365 DAY)) THEN gross_revenue_amount ELSE 0 END) AS conditional_digital_revenue FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly` WHERE relative_fy_year_offset = -1 LIMIT 100",strong,medium,11,1a5f7b4e-ea3a-46e4-8b77-b428f4178510,7,"gross_revenue_amount_base, revenue_type_dim, revenue_group_subtype_dim, sales_segment_l_2_name_sync_dim, advertiser_parent_dim, fix_date_lod_dim, booking_line_created_date_dim"
filter_impact,total_gross_revenue_amount,"['publication_name', 'financial_year', 'calendar_year', 'calendar_month_float', 'advertiser_name', 'advertiser_group', 'booking_number', 'revenue_type', 'source_unified_publication_name', 'revenue_transaction_status', 'source_publishing_division', 'revenue_group_subtype']","All identified dimensions and filters directly impact the aggregated 'Total Gross Revenue Amount' by defining the scope of transactions included in the sum. Specific filters from the original queries (e.g., specific advertiser names, calendar years) narrow down the revenue calculation significantly.",SUM(gross_revenue_amount) WHERE [filters] GROUP BY [dimensions],"Revenue figures are highly dependent on the selected time periods, transaction statuses, publishing divisions, revenue subtypes, and advertisers. Changes in these filters will directly alter the reported revenue.","SELECT SUM(gross_revenue_amount) FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client` WHERE source_publishing_division != 'Medium Rare Content Agency' AND revenue_transaction_status IN ('Billed', 'Booked') AND calendar_year IN ('2024', '2025') AND advertiser_name IN ('Greyhound Racing Victoria') LIMIT 1;",strong,high,12,c560ed20-040d-4c6a-9c3f-ec8bce27d132,12,"publication_name, financial_year, calendar_year, calendar_month_float, advertiser_name, advertiser_group, booking_number, revenue_type, source_unified_publication_name, revenue_transaction_status, source_publishing_division, revenue_group_subtype"
dependency,budget_earned_amount_current_fy_week,"['earned_amount_current_fy_week', 'closing_base_current_fy_week', 'opening_base_current_fy_week']","All 'Current Fiscal Year & Week' metrics (Budget Earned Amount, Earned Amount, Closing Base, Opening Base) are calculated using the same underlying logic for determining the 'current' fiscal year and week. This means they are inherently linked by the date context.",N/A,Ensuring the 'current' fiscal period calculation is accurate and consistent is critical for the validity of all these financial metrics. Any change to the date logic affects all of them.,"SELECT 
  (EXTRACT(DAYOFWEEK FROM TIMESTAMP(DATE('2025-03-26', 'Australia/Sydney'))) - 1) AS day_of_week_q1,
  DATETIME_DIFF(SAFE_CAST(DATE('2025-03-26', 'Australia/Sydney') AS DATETIME), SAFE_CAST(DATETIME '2024-07-03T00:00:00' AS DATETIME), WEEK) AS weeks_diff_q1,
  (EXTRACT(DAYOFWEEK FROM TIMESTAMP(DATE('2025-03-25', 'Australia/Sydney'))) - 1) AS day_of_week_q2,
  DATETIME_DIFF(SAFE_CAST(DATE('2025-03-25', 'Australia/Sydney') AS DATETIME), SAFE_CAST(DATETIME '2024-07-03T00:00:00' AS DATETIME), WEEK) AS weeks_diff_q2
-- Verify that the derived 'current_fy_week_calculated' is consistent across queries if the intent is for them to show the same week.",strong,high,13,bb49fa78-5abe-4e68-a9c1-8172a832e724,3,"earned_amount_current_fy_week, closing_base_current_fy_week, opening_base_current_fy_week"
dependency,distinct_view_type_count,['view_type_dimension'],"The 'Distinct View Type Count' metric directly depends on the 'View Type' dimension. Since the 'View Type' dimension is hardcoded to a single value ('Week to Date & Budget View'), the distinct count will always be 1.",COUNT(DISTINCT view_type_dimension),"This interaction confirms that the distinct count is not a meaningful business metric for variability, but rather a technical artifact of the dashboard's design.",SELECT COUNT(DISTINCT (CASE WHEN (1 = 1) THEN 'Week to Date & Budget View' ELSE NULL END)) FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dt_digital_subscriptions` LIMIT 1;,strong,low,13,bb49fa78-5abe-4e68-a9c1-8172a832e724,1,view_type_dimension
hierarchical,total_revenue_by_product_type,['total_revenue_by_transaction_category'],"Both metrics represent different aggregations (slices) of the same underlying `RevenueNet` measure. The sum of `total_revenue_by_product_type` across all product types should equal the sum of `total_revenue_by_transaction_category` across all transaction categories, assuming the same underlying data and filters.",SUM(total_revenue_by_product_type) = SUM(total_revenue_by_transaction_category),Ensures consistency in total revenue reporting across different analytical views and provides confidence in the data's integrity.,"SELECT
  (SELECT SUM(RevenueNet) FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_60_day_view`) AS total_revenue_from_source,
  (SELECT SUM(t0_qt_qrna4jodrd) FROM (SELECT clmn0_, SUM(clmn1_) AS t0_qt_qrna4jodrd FROM (SELECT t0.ProductType AS clmn0_, t0.RevenueNet AS clmn1_ FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_60_day_view` AS t0) GROUP BY clmn0_)) AS total_revenue_from_product_type_agg,
  (SELECT SUM(t0_qt_ac6k8jodrd) FROM (SELECT clmn13_ AS t0_qt_0v7k8jodrd, SUM(clmn0_) AS t0_qt_ac6k8jodrd FROM (SELECT CASE WHEN (clmn6_ OR clmn5_ OR clmn9_) THEN 'Guaranteed' WHEN (clmn3_ OR clmn4_ OR clmn7_ OR clmn12_) THEN 'Deal' WHEN (clmn10_ OR clmn8_ OR clmn11_) THEN 'Open Auction' ELSE clmn2_ END AS clmn13_, clmn0_ FROM (SELECT SAFE_CAST(clmn1_ AS STRING) AS clmn2_, (clmn1_ = 'Deal') AS clmn3_, (clmn1_ = 'pmp') AS clmn4_, (clmn1_ = 'PG - CPM') AS clmn5_, (clmn1_ = 'AG') AS clmn6_, (clmn1_ = 'PMP_DEAL') AS clmn7_, (clmn1_ = 'RTB') AS clmn8_, (clmn1_ = 'PG - CPD') AS clmn9_, (clmn1_ = 'Open Auction') AS clmn10_, (clmn1_ = 'Unknown') AS clmn11_, (clmn1_ = 'UFR') AS clmn12_, clmn0_ FROM (SELECT t0.RevenueNet AS clmn0_, t0.TransactionType AS clmn1_ FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_60_day_view` AS t0)))) GROUP BY t0_qt_0v7k8jodrd)) AS total_revenue_from_transaction_category_agg",strong,high,14,b15d856f-e3ce-4991-bf2a-92395390524f,1,total_revenue_by_transaction_category
filter_impact,product_group,"['advertiser_group', 'fin_adtype_name', 'financial_week']","The 'product_group' dimension is used as a filter for retrieving distinct values of 'advertiser_group', 'fin_adtype_name', and 'financial_week'. This implies that the selection of product groups directly influences the available options for these other dimensions in the dashboard's filters.",N/A (filter relationship),"Ensures that users can filter other dimensions based on specific product categories, providing contextual filtering capabilities. However, the hardcoded nature of these filters limits flexibility.","SELECT DISTINCT product_group FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance` WHERE product_group IN ('Free News & Lifestyle', 'State & Communities', '');",strong,high,15,d3bcf796-2396-4a6f-b0a3-da0b7f299a58,3,"advertiser_group, fin_adtype_name, financial_week"
filter_impact,gross_revenue_amount_sum,"['financial_year_dimension', 'financial_week_dimension', 'source_system_code_dimension']","The 'Total Gross Revenue Amount' is heavily filtered and grouped by 'Financial Year', 'Financial Week', and 'Source System Code', along with specific transaction statuses, publishing divisions, and invoice numbers. Changes to these filters directly impact the calculated revenue.",SUM(gross_revenue_amount) WHERE [filters],"Ensures that revenue is reported only for specific, defined business criteria, allowing for focused analysis of ad sales performance.",See 'business_rules_sql' for validation of individual filter impacts.,strong,high,17,77c68c35-20ce-477a-b216-0c781d43a8ca,3,"financial_year_dimension, financial_week_dimension, source_system_code_dimension"
dependency,financial_week_int_sum,['financial_week_dimension'],The 'Sum of Financial Week (as INT64)' is a direct numerical transformation and aggregation of the 'Financial Week' dimension. It's likely used for internal sorting or calculation within the dashboard rather than a direct business interpretation.,SUM(SAFE_CAST(financial_week AS INT64)),"This metric's business validation is primarily in its utility for dashboard presentation (e.g., sorting) rather than a direct business insight.",SELECT SUM(SAFE_CAST(financial_week AS INT64)) FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client` WHERE financial_year = '2025' LIMIT 1;,strong,low,17,77c68c35-20ce-477a-b216-0c781d43a8ca,1,financial_week_dimension
filter_impact,data_load_datetime_truncated,[],The 'Data Load Datetime (Truncated to Second)' is filtered by specific 'Unified Publication GL Codes'. This suggests that the data freshness or audit analysis is focused on particular GL segments.,"DATETIME_TRUNC(data_load_datetime, SECOND) WHERE unified_publication_gl_code IN (...)","Ensures that data load timestamps are analyzed for specific publication GL codes, which is important for data quality and operational monitoring for those segments.","SELECT COUNT(*) FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client` WHERE unified_publication_gl_code IN ('9707', '9655', '9658') LIMIT 1;",medium,medium,17,77c68c35-20ce-477a-b216-0c781d43a8ca,0,
filter_impact,record_count_finance_os,['os_level_5_dimension'],The 'Record Count (Finance Operating Statement)' is filtered by specific 'Fiscal Week IDs' and grouped by 'Operating Statement Level 5'. This indicates a focus on volume analysis within defined financial periods and organizational structures.,COUNT(1) WHERE fiscal_week_id IN (...) GROUP BY os_level_5,"Provides a count of financial records for specific fiscal weeks and operating levels, useful for data volume assessment and financial reporting integrity.","SELECT COUNT(*) FROM `ncau-data-newsquery-prd.prstn_finance_persisted.finance_operating_statement` WHERE fiscal_week_id IN ('202548', '202549', '202550', '202551') LIMIT 1;",strong,medium,17,77c68c35-20ce-477a-b216-0c781d43a8ca,1,os_level_5_dimension
mathematical_relationship,volume_vs_budget_variance,"['total_actual_volume', 'total_budget_volume_past_weeks']",Volume vs. Budget Variance is calculated as Total Actual Volume minus Total Budget Volume (Past Weeks).,volume_vs_budget_variance = total_actual_volume - total_budget_volume_past_weeks,"This relationship is fundamental for assessing performance against budget. A positive variance indicates exceeding budget, while a negative variance indicates falling short.","SELECT SUM(volume) - SUM(CASE WHEN relative_fisc_week_number < 0 THEN Budget_Volume ELSE NULL END) AS calculated_variance, SUM(volume - (CASE WHEN relative_fisc_week_number < 0 THEN Budget_Volume ELSE NULL END)) AS direct_variance FROM `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` AS os LEFT JOIN `ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar` AS calendar ON os.fiscal_week_id = calendar.fy_year_week_number WHERE upper(os.os_level_6) = 'CIRCULATION' AND os.gl_hierarchy_code = 'FY2025';",strong,high,18,6a26c78f-0070-4fb3-88b8-691ee4a4485a,2,"total_actual_volume, total_budget_volume_past_weeks"
dependency,total_calculated_daily_avg_volume,"['total_actual_volume', 'publication_group']","Total Calculated Daily Average Volume depends on Total Actual Volume and the Publication Group, which determines the divisor (6 or 7 days).",total_calculated_daily_avg_volume = SUM(volume / (CASE WHEN publication_group = '6 Day Pubs' THEN 6 ELSE 7 END)),This relationship normalizes volume data for daily comparison across different publication schedules. It's crucial for understanding daily run rates.,"SELECT SUM(volume) AS total_volume, SUM(CASE WHEN publication_group = '6 Day Pubs' THEN SAFE_DIVIDE(volume, 6) ELSE SAFE_DIVIDE(volume, 7) END) AS daily_avg_volume FROM transformed_data WHERE publication_group IS NOT NULL;",strong,medium,18,6a26c78f-0070-4fb3-88b8-691ee4a4485a,2,"total_actual_volume, publication_group"
dependency,total_calculated_daily_avg_volume_forecast_budget,"['total_budget_volume_q2', 'publication_group']","Total Calculated Daily Average Volume (Forecast/Budget) depends on Total Budget Volume and the Publication Group, which determines the divisor (6 or 7 days).",total_calculated_daily_avg_volume_forecast_budget = SUM(Budget_Volume / (CASE WHEN publication_group = '6 Day Pubs' THEN 6 ELSE 7 END)),"This relationship normalizes budget/forecast volume data for daily comparison across different publication schedules, allowing for daily target tracking.","SELECT SUM(Budget_Volume) AS total_budget_volume, SUM(CASE WHEN publication_group = '6 Day Pubs' THEN SAFE_DIVIDE(Budget_Volume, 6) ELSE SAFE_DIVIDE(Budget_Volume, 7) END) AS daily_avg_budget_volume FROM transformed_data WHERE publication_group IS NOT NULL;",strong,medium,18,6a26c78f-0070-4fb3-88b8-691ee4a4485a,2,"total_budget_volume_q2, publication_group"
filter_impact,total_actual_amount_all_sales_channels,"['total_actual_amount_q2', 'os_level_7']","Total Actual Amount (All Sales Channels) is a subset of Total Actual Amount, filtered specifically for records where os_level_7 is 'ALL SALES CHANNELS'.",total_actual_amount_all_sales_channels = SUM(Actual_Amount WHERE os_level_7 = 'ALL SALES CHANNELS'),"This highlights the revenue contribution from a specific, consolidated sales channel category, allowing for focused analysis.","SELECT SUM(Actual_Amount) AS total_actual, SUM(CASE WHEN os_level_7 = 'ALL SALES CHANNELS' THEN Actual_Amount ELSE 0 END) AS all_channels_actual FROM `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` WHERE upper(os_level_6) = 'CIRCULATION' AND gl_hierarchy_code = 'FY2025';",strong,medium,18,6a26c78f-0070-4fb3-88b8-691ee4a4485a,2,"total_actual_amount_q2, os_level_7"
filter_impact,total_ytd_actual_amount,"['total_actual_amount_q2', 'fy_week_of_year', 'fy_year_week_number']",Total YTD Actual Amount is a cumulative sum of Actual Amount from the start of the fiscal year up to the current fiscal week.,total_ytd_actual_amount = SUM(Actual_Amount WHERE fy_week_of_year <= current_fiscal_week),"This metric provides a running total of actual revenue for the fiscal year, essential for tracking progress towards annual goals.","SELECT SUM(Actual_Amount) AS total_actual, SUM(CASE WHEN fy_week_of_year <= (SELECT fy_week_of_year FROM `ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar` WHERE CURRENT_DATE() BETWEEN fy_first_day_of_week AND fy_last_day_of_week LIMIT 1) THEN Actual_Amount ELSE 0 END) AS ytd_actual FROM `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` AS os LEFT JOIN `ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar` AS calendar ON os.fiscal_week_id = calendar.fy_year_week_number WHERE upper(os.os_level_6) = 'CIRCULATION' AND os.gl_hierarchy_code = 'FY2025';",strong,high,18,6a26c78f-0070-4fb3-88b8-691ee4a4485a,3,"total_actual_amount_q2, fy_week_of_year, fy_year_week_number"
filter_impact,total_actual_amount_sum,['total_volume_sum'],"Both Total Actual Amount and Total Volume are filtered by the same complex fiscal week logic and publication/sales channel exclusions, ensuring consistent reporting for the selected period and scope.",N/A,"Ensures that revenue and volume metrics are always reported for the same underlying data subset, preventing discrepancies.",SELECT COUNT(*) FROM (SELECT SUM(clmn0_) FROM (...) WHERE (clmn12_ = true AND clmn4_ != 'Weekly Times' AND clmn4_ != 'Sunshine Coast' AND clmn4_ != 'Mackay' AND clmn3_ = 'All Sales Channels')) AS q1 JOIN (SELECT SUM(clmn5_) FROM (...) WHERE (clmn12_ = true AND clmn4_ != 'Weekly Times' AND clmn4_ != 'Sunshine Coast' AND clmn4_ != 'Mackay' AND clmn3_ = 'All Sales Channels')) AS q2 ON 1=1 WHERE q1.sum_clmn0_ IS NOT NULL AND q2.sum_clmn5_ IS NOT NULL;,strong,high,19,2104a3f5-9424-4087-a928-e67fecae789a,1,total_volume_sum
mathematical_relationship,adjusted_actual_volume,"['volume', 'publication_type', 'day_of_week', 'fy_month_of_year']","Adjusted Actual Volume is derived from raw volume, normalized by publication type (6-day vs 7-day) and further adjusted based on day of week and fiscal month, reflecting an 'average daily/weekly volume'.","Adjusted_Volume = (Volume / (Fiscal_Month_Number * X)) / Y, where X and Y vary based on publication type and day of week.","This calculation aims to provide a comparable volume metric across different publication types and reporting periods, essential for fair performance evaluation.","SELECT publication_name, fy_year_week_number, volume, adjusted_actual_volume FROM primary_analysis_sql WHERE volume > 0 LIMIT 100;",strong,high,19,2104a3f5-9424-4087-a928-e67fecae789a,4,"volume, publication_type, day_of_week, fy_month_of_year"
