record_id,dashboard_id,response_id,record_type,dashboard_name,business_domain,complexity_score,consolidation_score,date_grain,data_grain,primary_data_sources,date_range_detected,total_metrics_count,kpi_metrics_count,final_output_metrics_count,hardcoded_dates_count,hardcoded_values_count,governance_issues_count,metric_interactions_count,dashboard_description,metrics_summary,governance_summary,full_context,metric_id,metric_name,metric_type,calculation_type,is_kpi,is_final_output,business_criticality,metric_category,business_description,sql_logic,depends_on_metrics_count,data_sources_count
f7a9efeb-df3c-45c9-899d-0bcada701572_total_amount_type_03,f7a9efeb-df3c-45c9-899d-0bcada701572,4,metric,Salaries & Wages Dashboard UAT Version,finance,,,,,,,,,,,,1,,Total Amount (Revenue Type '03') is a calculated_field metric using conditional calculation. classified as a key performance indicator. measuring The sum of financial amounts specifically for transactions where the `revenue_type` starts with '03'. This isolates a particular category of revenue.. from the Salaries & Wages Dashboard UAT Version dashboard.,The sum of financial amounts specifically for transactions where the `revenue_type` starts with '03'. This isolates a particular category of revenue.,The hardcoded '03' should be replaced with a join to a governed reference table for revenue type codes.,individual_metric,total_amount_type_03,Total Amount (Revenue Type '03'),calculated_field,conditional,True,True,high,revenue,The sum of financial amounts specifically for transactions where the `revenue_type` starts with '03'. This isolates a particular category of revenue.,"SUM(CASE WHEN SAFE.LEFT(t0.revenue_type, 2) = '03' THEN t0.amount ELSE 0 END)",1.0,1.0
f7a9efeb-df3c-45c9-899d-0bcada701572_total_volume_type_03,f7a9efeb-df3c-45c9-899d-0bcada701572,4,metric,Salaries & Wages Dashboard UAT Version,finance,,,,,,,,,,,,1,,Total Volume (Revenue Type '03') is a calculated_field metric using conditional calculation. classified as a key performance indicator. measuring The sum of volumes specifically for transactions where the `revenue_type` starts with '03'. This isolates a particular category of volume.. from the Salaries & Wages Dashboard UAT Version dashboard.,The sum of volumes specifically for transactions where the `revenue_type` starts with '03'. This isolates a particular category of volume.,The hardcoded '03' should be replaced with a join to a governed reference table for revenue type codes.,individual_metric,total_volume_type_03,Total Volume (Revenue Type '03'),calculated_field,conditional,True,True,high,volume,The sum of volumes specifically for transactions where the `revenue_type` starts with '03'. This isolates a particular category of volume.,"SUM(CASE WHEN SAFE.LEFT(t0.revenue_type, 2) = '03' THEN t0.volume ELSE 0 END)",1.0,1.0
f7a9efeb-df3c-45c9-899d-0bcada701572_latest_data_load_timestamp,f7a9efeb-df3c-45c9-899d-0bcada701572,4,metric,Salaries & Wages Dashboard UAT Version,finance,,,,,,,,,,,,2,,"Latest Data Load Timestamp is a measure metric using max|datetime_trunc calculation. measuring Indicates the most recent timestamp when the underlying financial data for 'Circulation' (specifically 'Estimate' scenario from 'RCTI', 'THINK', 'DTI' sub-systems) was loaded or updated from either `finance_operating_statement` or `v_circulation_snapshot_fct`.. from the Salaries & Wages Dashboard UAT Version dashboard.","Indicates the most recent timestamp when the underlying financial data for 'Circulation' (specifically 'Estimate' scenario from 'RCTI', 'THINK', 'DTI' sub-systems) was loaded or updated from either `finance_operating_statement` or `v_circulation_snapshot_fct`.","Hardcoded values for source systems, scenarios, and sub-systems should be managed via configuration tables or parameters., The timezone 'Australia/Sydney' should be parameterized for flexibility.",individual_metric,latest_data_load_timestamp,Latest Data Load Timestamp,measure,max|datetime_trunc,False,True,medium,operations,"Indicates the most recent timestamp when the underlying financial data for 'Circulation' (specifically 'Estimate' scenario from 'RCTI', 'THINK', 'DTI' sub-systems) was loaded or updated from either `finance_operating_statement` or `v_circulation_snapshot_fct`.","MIN(DATETIME_TRUNC(datetime(max(dw_prstn_load_timestamp), 'Australia/Sydney'), SECOND)) UNION ALL MIN(DATETIME_TRUNC(datetime(max(dw_bdm_load_timestamp), 'Australia/Sydney'), SECOND))",0.0,2.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_dashboard,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,dashboard_summary,Team Sales Performance - FY26 (Interim),sales,7.0,4.0,quarterly,transactional,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,Primarily focused on Fiscal Year 2026 (July 2025 - June 2026) based on dashboard name and query filters. Specific hardcoded date '2025-06-23' is used as a reference point.,13.0,4.0,12.0,1.0,13.0,8,4.0,Team Sales Performance - FY26 (Interim) is a sales dashboard. containing 13 metrics. including 4 key performance indicators. with moderate complexity. drawing from 1 data sources.,Contains 13 metrics. 4 are key performance indicators. primarily focused on other metrics.,Has 8 governance issues. 7 hardcoded variable issues. 1 hardcoded date issues.,dashboard_summary,,,,,,,,,,,,
9269e9c6-1ad0-4415-96c3-aca8a710ba01_advertiser_parent,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,1,,Advertiser Parent is a dimension metric using direct_mapping calculation. measuring The top-level parent entity for an advertiser.. from the Team Sales Performance - FY26 (Interim) dashboard.,The top-level parent entity for an advertiser.,'DOUBLECLICK' should be managed via a lookup table or parameter.,individual_metric,advertiser_parent,Advertiser Parent,dimension,direct_mapping,False,True,medium,other,The top-level parent entity for an advertiser.,t0.advertiser_parent,0.0,1.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_financial_quarter,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,0,,Financial Quarter is a dimension metric using direct_mapping calculation. measuring The financial quarter of the transaction.. from the Team Sales Performance - FY26 (Interim) dashboard.,The financial quarter of the transaction.,,individual_metric,financial_quarter,Financial Quarter,dimension,direct_mapping,False,True,low,other,The financial quarter of the transaction.,t0.financial_quarter,0.0,1.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_financial_short_month,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,0,,Financial Short Month is a dimension metric using direct_mapping calculation. measuring The abbreviated financial month of the transaction.. from the Team Sales Performance - FY26 (Interim) dashboard.,The abbreviated financial month of the transaction.,,individual_metric,financial_short_month,Financial Short Month,dimension,direct_mapping,False,True,low,other,The abbreviated financial month of the transaction.,t0.financial_short_month,0.0,1.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_quarter_display,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,0,,"Quarter Display is a dimension metric using string_function calculation. measuring Formatted quarter string (e.g., 'Q1').. from the Team Sales Performance - FY26 (Interim) dashboard.","Formatted quarter string (e.g., 'Q1').",,individual_metric,quarter_display,Quarter Display,dimension,string_function,False,True,low,other,"Formatted quarter string (e.g., 'Q1').","CONCAT('Q',SAFE_CAST(financial_quarter AS STRING))",1.0,1.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_half_year_display,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,1,,"Half Year Display is a dimension metric using case_when calculation. measuring Determines if the quarter falls into H1 (Q1, Q2) or H2 (Q3, Q4).. from the Team Sales Performance - FY26 (Interim) dashboard.","Determines if the quarter falls into H1 (Q1, Q2) or H2 (Q3, Q4).",Quarter to half-year mapping should be in a governed fiscal calendar.,individual_metric,half_year_display,Half Year Display,dimension,case_when,False,True,low,other,"Determines if the quarter falls into H1 (Q1, Q2) or H2 (Q3, Q4).",CASE WHEN (SAFE_CAST(financial_quarter AS INT64) >= 1 AND SAFE_CAST(financial_quarter AS INT64) <= 2) THEN 'H1' WHEN (SAFE_CAST(financial_quarter AS INT64) >= 3 AND SAFE_CAST(financial_quarter AS INT64) <= 4) THEN 'H2' ELSE SAFE_CAST(financial_quarter AS STRING) END,1.0,1.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_combined_period_string,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,1,,"Combined Period String is a dimension metric using string_function calculation. measuring A concatenated string representing the month, quarter, and half-year (e.g., 'Jul Q1 H1').. from the Team Sales Performance - FY26 (Interim) dashboard.","A concatenated string representing the month, quarter, and half-year (e.g., 'Jul Q1 H1').","This filter value should be dynamic, derived from dashboard date/period selections.",individual_metric,combined_period_string,Combined Period String,dimension,string_function,False,True,medium,other,"A concatenated string representing the month, quarter, and half-year (e.g., 'Jul Q1 H1').","CONCAT(SAFE_CAST(financial_short_month AS STRING),' ',quarter_display,' ',half_year_display)",3.0,1.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_gross_revenue_amount,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,0,,Gross Revenue Amount is a measure metric using direct_mapping calculation. measuring The raw gross revenue amount for a booking line.. from the Team Sales Performance - FY26 (Interim) dashboard.,The raw gross revenue amount for a booking line.,,individual_metric,gross_revenue_amount,Gross Revenue Amount,measure,direct_mapping,False,False,high,revenue,The raw gross revenue amount for a booking line.,t0.gross_revenue_amount,0.0,1.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_relative_fy_year_offset,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,1,,"Relative FY Year Offset is a dimension metric using direct_mapping calculation. measuring Indicates the fiscal year relative to the current reporting year (0 for current, 1 for previous).. from the Team Sales Performance - FY26 (Interim) dashboard.","Indicates the fiscal year relative to the current reporting year (0 for current, 1 for previous).",The meaning of 0 and 1 should be explicitly documented or derived from a fiscal calendar.,individual_metric,relative_fy_year_offset,Relative FY Year Offset,dimension,direct_mapping,False,True,medium,other,"Indicates the fiscal year relative to the current reporting year (0 for current, 1 for previous).",t0.relative_fy_year_offset,0.0,1.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_current_fy_gross_revenue,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,0,,Current FY Gross Revenue is a measure metric using conditional calculation. classified as a key performance indicator. measuring Gross revenue attributed to the current fiscal year (where relative_fy_year_offset is 0).. from the Team Sales Performance - FY26 (Interim) dashboard.,Gross revenue attributed to the current fiscal year (where relative_fy_year_offset is 0).,,individual_metric,current_fy_gross_revenue,Current FY Gross Revenue,measure,conditional,True,True,high,revenue,Gross revenue attributed to the current fiscal year (where relative_fy_year_offset is 0).,CASE WHEN (relative_fy_year_offset = 0) THEN gross_revenue_amount ELSE 0 END,2.0,1.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_previous_fy_gross_revenue,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,0,,Previous FY Gross Revenue is a measure metric using conditional calculation. classified as a key performance indicator. measuring Gross revenue attributed to the previous fiscal year (where relative_fy_year_offset is 1).. from the Team Sales Performance - FY26 (Interim) dashboard.,Gross revenue attributed to the previous fiscal year (where relative_fy_year_offset is 1).,,individual_metric,previous_fy_gross_revenue,Previous FY Gross Revenue,measure,conditional,True,True,high,revenue,Gross revenue attributed to the previous fiscal year (where relative_fy_year_offset is 1).,CASE WHEN (relative_fy_year_offset = 1) THEN gross_revenue_amount ELSE 0 END,2.0,1.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_current_fy_gross_revenue_display,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,1,,"Current FY Gross Revenue (Display) is a measure metric using conditional calculation. classified as a key performance indicator. measuring Current FY Gross Revenue, potentially divided by 1000 based on a hardcoded display setting.. from the Team Sales Performance - FY26 (Interim) dashboard.","Current FY Gross Revenue, potentially divided by 1000 based on a hardcoded display setting.",The '$\'000' vs '$' logic should be replaced by a proper boolean parameter.,individual_metric,current_fy_gross_revenue_display,Current FY Gross Revenue (Display),measure,conditional,True,True,high,revenue,"Current FY Gross Revenue, potentially divided by 1000 based on a hardcoded display setting.","CASE WHEN ('$\'000' = '$') THEN current_fy_gross_revenue ELSE SAFE_DIVIDE(current_fy_gross_revenue, 1000) END",1.0,1.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_previous_fy_gross_revenue_display,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,1,,"Previous FY Gross Revenue (Display) is a measure metric using conditional calculation. classified as a key performance indicator. measuring Previous FY Gross Revenue, potentially divided by 1000 based on a hardcoded display setting.. from the Team Sales Performance - FY26 (Interim) dashboard.","Previous FY Gross Revenue, potentially divided by 1000 based on a hardcoded display setting.",The '$\'000' vs '$' logic should be replaced by a proper boolean parameter.,individual_metric,previous_fy_gross_revenue_display,Previous FY Gross Revenue (Display),measure,conditional,True,True,high,revenue,"Previous FY Gross Revenue, potentially divided by 1000 based on a hardcoded display setting.","CASE WHEN ('$\'000' = '$') THEN previous_fy_gross_revenue ELSE SAFE_DIVIDE(previous_fy_gross_revenue, 1000) END",1.0,1.0
9269e9c6-1ad0-4415-96c3-aca8a710ba01_conditional_gross_revenue_display,9269e9c6-1ad0-4415-96c3-aca8a710ba01,5,metric,Team Sales Performance - FY26 (Interim),sales,,,,,,,,,,,,1,,"Conditional Gross Revenue (Display) is a measure metric using conditional calculation. measuring A complex calculated revenue amount, potentially divided by 1000, based on multiple conditions including FY offset, publication name categories, and date comparisons. This metric appears to be a specific revenue type for digital/ecommerce.. from the Team Sales Performance - FY26 (Interim) dashboard.","A complex calculated revenue amount, potentially divided by 1000, based on multiple conditions including FY offset, publication name categories, and date comparisons. This metric appears to be a specific revenue type for digital/ecommerce.","Hardcoded date, thousands logic, and category lists should be parameterized or governed.",individual_metric,conditional_gross_revenue_display,Conditional Gross Revenue (Display),measure,conditional,False,True,medium,revenue,"A complex calculated revenue amount, potentially divided by 1000, based on multiple conditions including FY offset, publication name categories, and date comparisons. This metric appears to be a specific revenue type for digital/ecommerce.","CASE WHEN ('$\'000' = '$') THEN (CASE WHEN (CASE WHEN (relative_fy_year_offset = 0) THEN 1 ELSE 0 END = 1 AND UPPER(SAFE_CAST(unified_publication_name AS STRING)) IN ('OUTSTREAM', 'XTEND', 'EDMEDIA', 'ECOMMERCE')) THEN gross_revenue_amount WHEN (CASE WHEN (relative_fy_year_offset = 0) THEN 1 ELSE 0 END = 1 AND SAFE_CAST( (CASE WHEN (revenue_type = 'DIGITAL' AND revenue_group_subtype = 'DIGITAL' AND sales_segment_l_2_name_sync = 'Digital Other' AND advertiser_parent != 'DOUBLECLICK') THEN fix_date_lod ELSE PARSE_DATE('%Y-%m-%d', booking_line_created_date) END) AS DATETIME) <= DATETIME_ADD(DATE(TIMESTAMP '2025-06-23 10:00:32.354880+00', 'Australia/Sydney'), INTERVAL -365 DAY)) THEN gross_revenue_amount ELSE NULL END) ELSE SAFE_DIVIDE((CASE WHEN (CASE WHEN (relative_fy_year_offset = 0) THEN 1 ELSE 0 END = 1 AND UPPER(SAFE_CAST(unified_publication_name AS STRING)) IN ('OUTSTREAM', 'XTEND', 'EDMEDIA', 'ECOMMERCE')) THEN gross_revenue_amount WHEN (CASE WHEN (relative_fy_year_offset = 0) THEN 1 ELSE 0 END = 1 AND SAFE_CAST( (CASE WHEN (revenue_type = 'DIGITAL' AND revenue_group_subtype = 'DIGITAL' AND sales_segment_l_2_name_sync = 'Digital Other' AND advertiser_parent != 'DOUBLECLICK') THEN fix_date_lod ELSE PARSE_DATE('%Y-%m-%d', booking_line_created_date) END) AS DATETIME) <= DATETIME_ADD(DATE(TIMESTAMP '2025-06-23 10:00:32.354880+00', 'Australia/Sydney'), INTERVAL -365 DAY)) THEN gross_revenue_amount ELSE NULL END), 1000) END",9.0,1.0
bb49fa78-5abe-4e68-a9c1-8172a832e724_dashboard,bb49fa78-5abe-4e68-a9c1-8172a832e724,6,dashboard_summary,optimization,finance,7.0,4.0,mixed,aggregate,ncau-data-newsquery-prd.sbx_fda_corefin.dt_digital_subscriptions,"Fiscal Year 2024-2025, specifically Week 37 and Week 38",11.0,4.0,11.0,3.0,12.0,7,3.0,optimization is a finance dashboard. containing 11 metrics. including 4 key performance indicators. with moderate complexity. drawing from 1 data sources.,Contains 11 metrics. 4 are key performance indicators. primarily focused on finance metrics.,Has 7 governance issues. 4 hardcoded variable issues. 3 hardcoded date issues.,dashboard_summary,,,,,,,,,,,,
bb49fa78-5abe-4e68-a9c1-8172a832e724_budget_earned_amount_fy25_wk38,bb49fa78-5abe-4e68-a9c1-8172a832e724,6,metric,optimization,finance,,,,,,,,,,,,2,,"Budget Earned Amount (FY2025, Week 38) is a measure metric using sum calculation. classified as a key performance indicator. measuring The total budgeted earned amount for fiscal year 2025, specifically for week 38. This represents the target revenue for that period.. from the optimization dashboard.","The total budgeted earned amount for fiscal year 2025, specifically for week 38. This represents the target revenue for that period.","date should be parameterised, fiscal year and week should be dynamic",individual_metric,budget_earned_amount_fy25_wk38,"Budget Earned Amount (FY2025, Week 38)",measure,sum,True,True,high,revenue,"The total budgeted earned amount for fiscal year 2025, specifically for week 38. This represents the target revenue for that period.",SUM(CASE WHEN t0.fy_year = 2025 AND t0.fy_week_of_year = 38 THEN t0.BudgetEarnedAmount ELSE 0 END),0.0,1.0
bb49fa78-5abe-4e68-a9c1-8172a832e724_earned_amount_fy25_wk38,bb49fa78-5abe-4e68-a9c1-8172a832e724,6,metric,optimization,finance,,,,,,,,,,,,2,,"Earned Amount (FY2025, Week 38) is a measure metric using sum calculation. classified as a key performance indicator. measuring The total actual earned amount (revenue) for fiscal year 2025, specifically for week 38.. from the optimization dashboard.","The total actual earned amount (revenue) for fiscal year 2025, specifically for week 38.","date should be parameterised, fiscal year and week should be dynamic",individual_metric,earned_amount_fy25_wk38,"Earned Amount (FY2025, Week 38)",measure,sum,True,True,high,revenue,"The total actual earned amount (revenue) for fiscal year 2025, specifically for week 38.",SUM(CASE WHEN t0.fy_year = 2025 AND t0.fy_week_of_year = 38 THEN t0.EarnedAmount ELSE NULL END),0.0,1.0
bb49fa78-5abe-4e68-a9c1-8172a832e724_closing_base_fy25_wk38,bb49fa78-5abe-4e68-a9c1-8172a832e724,6,metric,optimization,finance,,,,,,,,,,,,2,,"Closing Base (FY2025, Week 38) is a measure metric using sum calculation. measuring The total closing base value for fiscal year 2025, week 38. This likely represents the end-of-period value of a financial base.. from the optimization dashboard.","The total closing base value for fiscal year 2025, week 38. This likely represents the end-of-period value of a financial base.","date should be parameterised, fiscal year and week should be dynamic",individual_metric,closing_base_fy25_wk38,"Closing Base (FY2025, Week 38)",measure,sum,False,True,medium,finance,"The total closing base value for fiscal year 2025, week 38. This likely represents the end-of-period value of a financial base.",SUM(CASE WHEN t0.fy_year = 2025 AND t0.fy_week_of_year = 38 THEN t0.ClosingBase ELSE 0 END),0.0,1.0
bb49fa78-5abe-4e68-a9c1-8172a832e724_opening_base_fy25_wk38,bb49fa78-5abe-4e68-a9c1-8172a832e724,6,metric,optimization,finance,,,,,,,,,,,,2,,"Opening Base (FY2025, Week 38) is a measure metric using sum calculation. measuring The total opening base value for fiscal year 2025, week 38. This likely represents the start-of-period value of a financial base.. from the optimization dashboard.","The total opening base value for fiscal year 2025, week 38. This likely represents the start-of-period value of a financial base.","date should be parameterised, fiscal year and week should be dynamic",individual_metric,opening_base_fy25_wk38,"Opening Base (FY2025, Week 38)",measure,sum,False,True,medium,finance,"The total opening base value for fiscal year 2025, week 38. This likely represents the start-of-period value of a financial base.",SUM(CASE WHEN t0.fy_year = 2025 AND t0.fy_week_of_year = 38 THEN t0.OpeningBase ELSE 0 END),0.0,1.0
bb49fa78-5abe-4e68-a9c1-8172a832e724_net_change_fy24_wk38,bb49fa78-5abe-4e68-a9c1-8172a832e724,6,metric,optimization,finance,,,,,,,,,,,,2,,"Net Change (FY2024, Week 38) is a measure metric using mathematical calculation. classified as a key performance indicator. measuring The net change (Closing Base - Opening Base) for fiscal year 2024, week 38. This represents the growth or decline in the base from the prior year's corresponding week.. from the optimization dashboard.","The net change (Closing Base - Opening Base) for fiscal year 2024, week 38. This represents the growth or decline in the base from the prior year's corresponding week.","date should be parameterised, fiscal year and week should be dynamic",individual_metric,net_change_fy24_wk38,"Net Change (FY2024, Week 38)",measure,mathematical,True,True,high,growth,"The net change (Closing Base - Opening Base) for fiscal year 2024, week 38. This represents the growth or decline in the base from the prior year's corresponding week.",SUM(CASE WHEN t0.fy_year = 2024 AND t0.fy_week_of_year = 38 THEN t0.ClosingBase ELSE 0 END) - SUM(CASE WHEN t0.fy_year = 2024 AND t0.fy_week_of_year = 38 THEN t0.OpeningBase ELSE 0 END),2.0,1.0
bb49fa78-5abe-4e68-a9c1-8172a832e724_closing_base_fy25_wk37,bb49fa78-5abe-4e68-a9c1-8172a832e724,6,metric,optimization,finance,,,,,,,,,,,,2,,"Closing Base (FY2025, Week 37) is a measure metric using sum calculation. measuring The total closing base value for fiscal year 2025, week 37. This likely represents the end-of-period value of a financial base for a different week.. from the optimization dashboard.","The total closing base value for fiscal year 2025, week 37. This likely represents the end-of-period value of a financial base for a different week.","date should be parameterised, fiscal year and week should be dynamic",individual_metric,closing_base_fy25_wk37,"Closing Base (FY2025, Week 37)",measure,sum,False,True,medium,finance,"The total closing base value for fiscal year 2025, week 37. This likely represents the end-of-period value of a financial base for a different week.",SUM(CASE WHEN t0.fy_year = 2025 AND t0.fy_week_of_year = 37 THEN t0.ClosingBase ELSE 0 END),0.0,1.0
bb49fa78-5abe-4e68-a9c1-8172a832e724_opening_base_fy25_wk37,bb49fa78-5abe-4e68-a9c1-8172a832e724,6,metric,optimization,finance,,,,,,,,,,,,2,,"Opening Base (FY2025, Week 37) is a measure metric using sum calculation. measuring The total opening base value for fiscal year 2025, week 37. This likely represents the start-of-period value of a financial base for a different week.. from the optimization dashboard.","The total opening base value for fiscal year 2025, week 37. This likely represents the start-of-period value of a financial base for a different week.","date should be parameterised, fiscal year and week should be dynamic",individual_metric,opening_base_fy25_wk37,"Opening Base (FY2025, Week 37)",measure,sum,False,True,medium,finance,"The total opening base value for fiscal year 2025, week 37. This likely represents the start-of-period value of a financial base for a different week.",SUM(CASE WHEN t0.fy_year = 2025 AND t0.fy_week_of_year = 37 THEN t0.OpeningBase ELSE 0 END),0.0,1.0
bb49fa78-5abe-4e68-a9c1-8172a832e724_earned_amount_fy25_wk37,bb49fa78-5abe-4e68-a9c1-8172a832e724,6,metric,optimization,finance,,,,,,,,,,,,2,,"Earned Amount (FY2025, Week 37) is a measure metric using sum calculation. classified as a key performance indicator. measuring The total actual earned amount (revenue) for fiscal year 2025, specifically for week 37.. from the optimization dashboard.","The total actual earned amount (revenue) for fiscal year 2025, specifically for week 37.","date should be parameterised, fiscal year and week should be dynamic",individual_metric,earned_amount_fy25_wk37,"Earned Amount (FY2025, Week 37)",measure,sum,True,True,high,revenue,"The total actual earned amount (revenue) for fiscal year 2025, specifically for week 37.",SUM(CASE WHEN t0.fy_year = 2025 AND t0.fy_week_of_year = 37 THEN t0.EarnedAmount ELSE NULL END),0.0,1.0
bb49fa78-5abe-4e68-a9c1-8172a832e724_current_week_flag_fy25_wk37,bb49fa78-5abe-4e68-a9c1-8172a832e724,6,metric,optimization,finance,,,,,,,,,,,,2,,"Current Week Flag (FY2025, Week 37) is a measure metric using max calculation. measuring A flag (1 if true, 0 if false) indicating if the data corresponds to fiscal year 2025, week 37. Used as a boolean indicator.. from the optimization dashboard.","A flag (1 if true, 0 if false) indicating if the data corresponds to fiscal year 2025, week 37. Used as a boolean indicator.","date should be parameterised, fiscal year and week should be dynamic",individual_metric,current_week_flag_fy25_wk37,"Current Week Flag (FY2025, Week 37)",measure,max,False,True,low,other,"A flag (1 if true, 0 if false) indicating if the data corresponds to fiscal year 2025, week 37. Used as a boolean indicator.",MAX(CASE WHEN t0.fy_year = 2025 AND t0.fy_week_of_year = 37 THEN 1 ELSE 0 END),0.0,1.0
bb49fa78-5abe-4e68-a9c1-8172a832e724_dashboard_view_type,bb49fa78-5abe-4e68-a9c1-8172a832e724,6,metric,optimization,finance,,,,,,,,,,,,1,,"Dashboard View Type is a dimension metric using case_when calculation. measuring A descriptive label indicating the current view configuration of the dashboard. Due to hardcoded logic, it always evaluates to 'Week to Date & Budget View'.. from the optimization dashboard.","A descriptive label indicating the current view configuration of the dashboard. Due to hardcoded logic, it always evaluates to 'Week to Date & Budget View'.",hardcoded values make this metric static; should be dynamic via parameters,individual_metric,dashboard_view_type,Dashboard View Type,dimension,case_when,False,True,low,other,"A descriptive label indicating the current view configuration of the dashboard. Due to hardcoded logic, it always evaluates to 'Week to Date & Budget View'.",CASE WHEN (1 = 1) AND (1 = 1) THEN 'Week to Date & Budget View' WHEN (1 = 1) AND (1 = 2) THEN 'Week to Date & Forecast View' ... ELSE NULL END,0.0,1.0
bb49fa78-5abe-4e68-a9c1-8172a832e724_distinct_view_types_count,bb49fa78-5abe-4e68-a9c1-8172a832e724,6,metric,optimization,finance,,,,,,,,,,,,1,,"Distinct Dashboard View Types Count is a measure metric using count_distinct calculation. measuring Counts the number of unique dashboard view types. Due to the static nature of 'dashboard_view_type', this will always be 1.. from the optimization dashboard.","Counts the number of unique dashboard view types. Due to the static nature of 'dashboard_view_type', this will always be 1.","derived from a static metric, limiting its utility",individual_metric,distinct_view_types_count,Distinct Dashboard View Types Count,measure,count_distinct,False,True,low,other,"Counts the number of unique dashboard view types. Due to the static nature of 'dashboard_view_type', this will always be 1.",COUNT(DISTINCT clmn5_),1.0,1.0
6a26c78f-0070-4fb3-88b8-691ee4a4485a_dashboard,6a26c78f-0070-4fb3-88b8-691ee4a4485a,7,dashboard_summary,Circ Budget Revenue Weekly Report,finance,9.0,8.0,weekly,aggregate,ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_publication_hierachy;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_period_control;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_gl_department;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_rel_timeperiod_weekly,FY2025 (Fiscal Year 2025),14.0,8.0,9.0,2.0,35.0,5,3.0,Circ Budget Revenue Weekly Report is a finance dashboard. containing 14 metrics. including 8 key performance indicators. with high analytical complexity. drawing from 6 data sources.,Contains 14 metrics. 8 are key performance indicators. primarily focused on volume metrics.,Has 5 governance issues. 3 hardcoded variable issues. 2 hardcoded date issues.,dashboard_summary,,,,,,,,,,,,
6a26c78f-0070-4fb3-88b8-691ee4a4485a_raw_actual_amount,6a26c78f-0070-4fb3-88b8-691ee4a4485a,7,metric,Circ Budget Revenue Weekly Report,finance,,,,,,,,,,,,0,,Raw Actual Amount is a measure metric using sum calculation. measuring The raw actual financial amount from the source fact table.. from the Circ Budget Revenue Weekly Report dashboard.,The raw actual financial amount from the source fact table.,,individual_metric,raw_actual_amount,Raw Actual Amount,measure,sum,False,False,medium,revenue,The raw actual financial amount from the source fact table.,SUM(Actual_Amount),0.0,1.0
6a26c78f-0070-4fb3-88b8-691ee4a4485a_raw_budget_amount,6a26c78f-0070-4fb3-88b8-691ee4a4485a,7,metric,Circ Budget Revenue Weekly Report,finance,,,,,,,,,,,,0,,Raw Budget Amount is a measure metric using sum calculation. measuring The raw budgeted financial amount from the source fact table.. from the Circ Budget Revenue Weekly Report dashboard.,The raw budgeted financial amount from the source fact table.,,individual_metric,raw_budget_amount,Raw Budget Amount,measure,sum,False,False,medium,revenue,The raw budgeted financial amount from the source fact table.,SUM(Budget_Amount),0.0,1.0
