dashboard_id,dashboard_name,dashboard_description,total_source_metrics,total_consolidated_metrics,metric_complexity_score,governance_summary
3cf1c516-8797-455b-913a-8722b604bbfe,Audience Insights - The Australian engagement,"This dashboard provides key performance indicators related to the subscriber base and their engagement with 'The Australian' masthead. It tracks total subscriber numbers, various definitions of active subscribers based on engagement levels, and the total number of subscriptions held. Its primary purpose is to offer insights into audience growth, retention, and consumption patterns for the specified publication.",6,4,6,"This dashboard exhibits several governance challenges. There is significant redundancy, with multiple metrics having identical core SQL logic but distinct names and IDs, indicating a lack of standardization in metric definitions. Naming conventions are inconsistent, with some metric names being overly specific (e.g., 'Filtered by DT Masthead') despite generic underlying SQL, while others are ambiguous ('Active Subscriber Count' vs. 'Subscribers with Any Activity'). This suggests a need for a canonical definition of key business terms like 'active subscriber' and a centralized metric catalog to prevent duplication and ensure consistent reporting."
58dce9a4-ca60-474d-bf3a-733ee23e565b,Sports monthly snapshot - IPSOS,"This dashboard provides a monthly snapshot of key digital performance metrics for sports content, focusing on audience reach and engagement. It tracks unique visitors across various platforms (app, web, AMP) and monitors overall audience trends, including month-over-month changes in absolute and percentage terms. The primary purpose is to offer a concise overview of digital performance and audience growth for the sports domain.",8,8,4,"The dashboard metrics demonstrate good practice in using robust SQL functions like `SAFE_CAST` and `SAFE_DIVIDE` for data integrity. However, the aggregation approach for month-over-month percentage change (summing the result of per-row division) should be reviewed to ensure it aligns with the intended aggregate business calculation. Additionally, a clear data dictionary defining the distinction between 'Audience' and 'Unique Visitors' metrics would enhance clarity and prevent potential misinterpretation."
9d62354b-6993-4829-9de4-f12bf37befab,Newsquery BAU,"This dashboard, 'Newsquery BAU', is designed to monitor the ongoing operational costs associated with BigQuery usage for the 'Newsquery' service. It provides a summary of the total estimated billed cost, likely to help track resource consumption and manage expenditures related to data processing.",1,1,3,"This dashboard currently contains only one metric. Key governance findings include: the metric's SQL contains hardcoded cost factors (`* 5`, `* 1.5`) which should ideally be externalized for better maintainability and transparency. Furthermore, the source table reference within the SQL is incomplete, lacking an explicit table name after the dataset (`protopayload_auditlog.servicedata_v1_bigquery`), which hinders clear data lineage and governance."
3516a531-3188-4e5d-b49c-3150298ebdc7,Verity 2.0 Advertiser: Sunrise Report (Click here to access the full report),"This dashboard, 'Verity 2.0 Advertiser: Sunrise Report', appears to be designed for monitoring and reporting on advertiser performance, specifically focusing on tracking and aggregating 'C-Score Targets'. The 'C-Score' likely represents a key performance indicator or a quality/compliance metric relevant to advertisers, and the dashboard aims to provide an overview of the set targets for this score.",1,1,1,"Based on the single metric provided, there are no immediate governance issues such as redundancy, ambiguous naming, or overly complex/hardcoded logic. The metric is straightforward. However, a comprehensive governance assessment would require a larger set of metrics to identify potential inconsistencies in naming conventions, SQL logic patterns, or data source usage across the dashboard."
3c56145d-9022-4a17-8a57-ba6fd911e013,Verity 2 - PRD - Habit Forming Dashboard - Newsletters and Website Preferences,"This dashboard is designed to monitor the performance and engagement of newsletter campaigns and potentially related website preferences. It provides key metrics related to email marketing effectiveness, including send rates, delivery success, open rates (total and unique), click-through rates (total and unique), bounce rates, and unsubscribe rates. The 'Habit Forming' aspect suggests a focus on understanding user engagement patterns and retention through these communication channels.",15,9,2,"This dashboard exhibits significant metric duplication and inconsistent naming conventions (e.g., 'Alternative Alias', varying filter descriptions like 'Filtered Brands' vs. 'Filtered Campaigns'). Multiple metrics with identical underlying SQL logic (`metric_sql_core`) are defined under different IDs and names. This indicates a lack of standardized metric definitions, a weak governance framework, and potential for user confusion, increased maintenance overhead, and data discrepancies if underlying logic were to diverge in the future."
f353b933-30eb-4853-9976-0d35371db7d7,Month End Reporting Reconcilation,"This dashboard is designed to facilitate month-end reconciliation by comparing financial or operational data reported in Tableau against data from TM1. Its primary purpose is to identify and quantify discrepancies between these two systems, ensuring data accuracy and consistency for financial reporting and analysis.",3,3,2,"The dashboard metrics are clearly named and serve a specific reconciliation purpose. The underlying SQL logic is straightforward, indicating low complexity. A minor governance observation is the reliance on a generic alias ('t0') within the metric SQL without explicit table identification, which could hinder understanding or maintenance without external context. For future scalability, explicit table references or a robust data catalog mapping 't0' to its source are recommended."
c4f27694-e6b3-4064-9231-f6c31b0bb9c1,Tech Platform Dashboard (Prod),"This dashboard provides key performance indicators (KPIs) related to user engagement and content inventory within a technology platform, specifically focusing on Apple News+ subscriber activity and the overall count of unique content items. It aims to offer insights into content consumption and platform scale.",2,2,7,"This dashboard exhibits significant governance challenges, primarily due to the 'Total Engaged Minutes' metric. Its SQL core is overly complex, inefficient, and misleading, attempting to consolidate multiple distinct business concepts (engaged minutes, page views, video views, unique viewers, MAU, WAU, reach) into a single, poorly constructed CASE statement that, as written, effectively only calculates one. This indicates a critical lack of clear metric definition, potential for misinterpretation, and poor SQL design practices. The dashboard would greatly benefit from a re-evaluation of its metric definitions, separation of distinct KPIs into individual, well-defined metrics, and simplification of SQL logic to ensure accuracy, maintainability, and clarity. The presence of such a problematic metric suggests a need for stronger data governance policies and a review of metric development standards."
8ae7916a-45c9-4713-8d46-e3470805c7f6,NewsQuery Cost Operation Dashboard,"This dashboard is designed to monitor key operational aspects of a NewsQuery system, focusing on user activity and query execution timing. Its primary purpose is likely to provide insights into system usage patterns, user engagement, and the temporal characteristics of query jobs, which can indirectly inform cost analysis and operational efficiency within the news querying infrastructure.",2,2,2,"The provided metrics are distinct in their business logic and do not present opportunities for consolidation based on the given SQL core. Both metrics are clearly defined and utilize standard SQL functions. A minor governance observation is the use of a generic alias 't0' without explicit source table details (project, dataset, table name) in the input, which could impede data lineage understanding in a larger data environment. However, for the given scope, the metrics are well-structured."
48a09c73-18f8-4e25-a22f-61398f34ab2a,Verity 2.0: NSN Weekly Subs - NRL,"This dashboard monitors key performance indicators related to weekly subscription targets for NSN (likely a specific product or service line), potentially within the context of the NRL (National Rugby League) or a similar sports-related domain. It tracks various target metrics, including daily targets broken down by publication group and website, as well as a 'C-Score' target, providing a time dimension via ISO week ending dates. Its primary purpose is to provide an overview of performance against defined subscription targets.",4,4,4,"The dashboard metrics are distinct based on their underlying SQL column references, indicating a granular tracking of various target types. While 'Day Target' metrics share a conceptual similarity, their distinct source columns (`day_target_by_publication_group` vs. `day_target_website`) prevent direct consolidation into a single metric without a potential data model refactoring. The date dimension uses standard SQL functions for ISO week calculation. No immediate governance issues like ambiguous naming or hardcoded logic were identified within the provided metric definitions, but the lack of a `FROM` clause in the `metric_sql_core` makes it difficult to fully assess data lineage and potential for further optimization."
9ecab5db-180b-480c-a819-d10e5b8d263e,Requests from Gad,"This dashboard appears to track key performance targets, specifically focusing on 'SPV' (Special Purpose Vehicle or Sales Performance Volume, depending on business context) targets. Based on the single metric 'Total SPV Target', its primary purpose is likely to monitor the aggregate target for this specific business dimension, potentially as part of a broader performance management or sales operations overview.",1,1,1,"This dashboard currently contains only one metric, limiting the scope for identifying systemic consolidation or naming issues. However, a significant governance gap is apparent: critical metadata such as the explicit source table (GCP project, dataset, and table name) for the 't0' alias is missing from the metric definition. This lack of explicit data lineage hinders understanding, impact analysis, and overall data governance. For future metrics, ensuring complete source table information and clear business definitions for acronyms like 'SPV' is crucial for maintainability and trust."
744cc917-29e9-4af7-b811-3043e3ced208,MGR BIOps,"This dashboard, 'MGR BIOps', appears to be designed for managers to monitor key operational metrics related to Jira ticket activity. It provides insights into the volume of unique Jira tickets and the maximum age of tickets, likely to help identify potential bottlenecks, track work progress, and manage team workload effectively.",4,2,2,"This dashboard exhibits a significant governance issue related to metric definition. Three distinct metrics (`Total Distinct Jira Tickets`, `Distinct Done Jira Tickets`, `Distinct Jira Tickets by Assignee`) share the exact same core SQL logic (`COUNT(DISTINCT t0.jira_key)`). This indicates a lack of clear separation between core metric calculations and dashboard-level filtering/grouping, leading to redundancy and potential for inconsistent maintenance. Consolidating these into a single 'Distinct Jira Tickets' metric will improve maintainability, consistency, and scalability."
ee06d96e-a079-4304-ad4a-2c9a13d20ddf,Verity 2.0 Newsroom 2025: Accelerated Newsroom Performance,"This dashboard is designed to track key performance targets for a newsroom, focusing on strategic goals for 2025. It includes metrics related to content quality (C-Score Target) and digital audience reach (Daily Website Target), aiming to measure progress towards accelerated newsroom performance.",2,2,1,"The provided input data is limited to only two metrics, both of which are distinct and clearly named. The SQL logic for each is a simple SUM() aggregation, indicating very low complexity. No explicit 'governance_issue' fields were present in the input. However, a notable governance gap is the absence of explicit source table information (GCP project, dataset, table name) within the metric definitions, which hinders full data lineage tracking and understanding of data origins."
e5702a4e-27f6-42cc-8cd8-0b5ff84421e4,Paid Consumer Subscriptions Acquisition Dashboard,"This dashboard is designed to provide a comprehensive overview of new paid consumer subscriptions. It tracks various acquisition channels and types, such as reactivations, free-to-paid conversions, and direct/general acquisitions, enabling stakeholders to monitor the effectiveness of different strategies in driving new subscriber growth.",4,1,1,"The dashboard currently utilizes multiple distinct metrics to track different types of consumer acquisitions. While each metric is clearly defined with a simple SUM aggregation, this approach leads to metric sprawl and a lack of a single, unified 'total acquisition' metric. Consolidating these into a single 'Total Consumer Acquisition Count' metric would significantly improve data governance by establishing a single source of truth for overall acquisition, reducing redundancy, and enhancing scalability for future analysis (e.g., by adding an 'acquisition_type' dimension)."
a5d7d240-afbf-4f2d-b228-565c10dceb18,Updated Postcode Report ,"This dashboard provides key insights related to subscriber and subscription data, with a focus on geographical distribution by postcode. It includes metrics for total records, unique counts of subscribers and subscriptions, and a derived geographical attribute for Australian states/territories. It also contains aggregations of identifier fields, which may require further clarification of their business meaning.",7,6,8,"This dashboard exhibits several governance challenges, including redundant metric definitions, ambiguous naming conventions, and the problematic aggregation of identifier fields (e.g., summing IDs). A significant portion of business logic, specifically the derivation of Australian states from postcodes, is hardcoded directly within a metric definition. This approach is brittle, difficult to maintain, and should ideally be externalized or pushed upstream into the data model as a dimension. These issues highlight a need for improved data dictionary, standardized metric definitions, and a more robust data modeling strategy."
003ea399-8d01-4613-91ef-e27f1254bda8,Verity 2.0 Masthead Performance vs Targets,"This dashboard is designed to monitor and report on the daily performance targets for 'Verity 2.0 Masthead'. It breaks down these targets by various organizational dimensions, including publication groups, section teams, and overall website performance, providing a clear view into how different operational units are tracking against their set daily goals.",4,3,1,"The primary governance issue identified is the presence of exact duplicate metrics ('Sum of Day Target by Publication Group') with identical names and SQL logic. This indicates a lack of a centralized metric catalog or a failure to reuse existing definitions, leading to redundancy and potential for inconsistency if one definition were to change independently. All metrics are simple SUM aggregations, suggesting low analytical complexity but highlighting the need for standardization and a robust metric definition process to prevent duplication."
d7412673-0af1-4efe-8374-ca475b001fb6,Finance OS datasource template report,"This dashboard serves as a foundational template for financial operating system data. It provides core metrics for basic financial oversight, including a count of records and the total actual amount, likely used for high-level financial tracking and data volume assessment.",2,2,1,"This dashboard presents a very limited set of simple, distinct metrics, indicating a low initial complexity. No direct consolidation was possible as the metrics represent unique business concepts. A significant governance observation is the absence of explicit source table information within the provided metric definitions, which is critical for data lineage, understanding data origins, and ensuring data quality. The 'template report' designation suggests this dashboard is a starting point, requiring further definition and robust governance as it matures."
830018a3-2d7c-4496-bd33-5471d610b39d,Verity 2.0 Daily C-Score report: AA,"This dashboard, 'Verity 2.0 Daily C-Score report: AA', is designed for tracking and reporting on a key performance or compliance metric referred to as 'C-Score'. It likely focuses on monitoring the 'Total C-Score Target' against actual performance, with an emphasis on weekly trends and analysis, as indicated by the 'ISO Week Start Date' metric. The 'AA' suffix might denote a specific region, department, or version of the report.",2,2,3,"This dashboard's metric definitions, while clear for their individual purposes, highlight a critical governance gap: the absence of explicit source table information (only 't0' alias is provided). This lack of lineage makes it challenging to understand the data's origin, ensure data quality, and perform impact analysis. Furthermore, with only two distinct metrics provided, no consolidation opportunities were identified within this specific input set, as each metric serves a unique business purpose (one for aggregation, one for date dimensioning). For a comprehensive governance review, full data lineage including project, dataset, and table names is essential."
88d635d0-512a-4ad8-b430-afcffbdb72bb,FY24 Freemiums Report,"This dashboard is designed to monitor the performance and cost-effectiveness of various marketing campaigns, specifically focusing on subscription acquisition and associated spend for the FY24 period. It provides insights into campaign activity duration, classifies campaigns by their source system or type, and tracks subscription volumes and costs, including recent trends over the last 7 days. The primary goal appears to be evaluating the success of freemium or subscription-driven initiatives.",10,6,7,"The primary governance issue identified is the significant redundancy and lack of reusability in the metric definitions. Multiple metrics (`Meta_Subs`, `LinkedIn_Subs`, `TradeDesk_Subs`, `Google_Search_Subs`, `Google_PMAX_Subs`) are essentially pre-filtered versions of a single 'Subscriptions' metric, with the filtering logic duplicated across each. This indicates a need for a more robust dimensional modeling approach where a core 'Total Subscriptions' metric can be sliced by a 'Campaign Classification' dimension. Additionally, the 'Live' metric contains a hardcoded table path in its subquery, which can lead to maintenance issues if the underlying data source changes. Overall, the dashboard's metric layer lacks standardization and scalability, increasing the risk of inconsistencies and maintenance overhead."
3a820eee-f69e-403d-a972-29c4529ec582,Verity 2.0 Weekly performance report: DT & ST,"This dashboard, 'Verity 2.0 Weekly performance report: DT & ST', is designed to provide a weekly performance overview. Based on the metric names, it likely tracks progress against specific targets, potentially 'Daily Target' (DT) and 'Standard Target' (ST), focusing on key performance indicators such as 'C-Score Target' and 'Day Target Website'. Its primary purpose appears to be monitoring the achievement of predefined goals related to these metrics.",2,2,1,"The provided metrics are simple sum aggregations, indicating a straightforward calculation logic. However, a comprehensive governance assessment is limited by the lack of information regarding source tables (GCP project, dataset, table names) and detailed business context for 'C-Score Target' and 'Day Target Website'. For robust data governance, it is crucial to explicitly document data lineage, provide clear business definitions for each target metric, and ensure consistent naming conventions across all reporting assets. The current input suggests a foundational level of metric definition, but more detail is needed for full transparency and maintainability."
e642b3f9-9711-44c8-b2d8-959ded9f5b0d,OFFICIAL EDIT - Audience Insights - Adds & Cancels Performance ,"This dashboard is designed to provide critical insights into the performance and dynamics of an audience's subscription base. Its primary purpose is to track and analyze the total volume of subscription movements, encompassing both new subscriptions (adds) and cancellations. This allows stakeholders to quickly grasp the overall churn and growth activity, informing strategies related to audience engagement and retention.",1,1,1,"Based on the extremely limited input of a single, straightforward metric, no significant governance issues such as redundancy, ambiguous naming, or overly complex hardcoded logic are immediately apparent. The metric definition is clear and concise. A comprehensive governance assessment would require a broader set of metrics to identify patterns of inconsistency or areas for standardization."
7311af2c-89f8-4279-97b4-94ddb886964b,Verity 2.0 Cairns Post,"This dashboard provides key performance indicators related to consumer activity and platform usage for the 'Verity 2.0' system, likely specific to the 'Cairns Post' publication. It tracks core metrics such as total events, user counts, and consumer engagement through 'adds' and 'cancels', offering insights into subscription trends and overall platform adoption.",6,5,2,"The dashboard exhibits minor governance issues related to metric redundancy and potential ambiguity. Specifically, two 'Event Count' metrics ('Event Count (Analytics)' and 'Event Count (Analytics - Variant)') share identical SQL logic and similar naming, indicating a clear opportunity for consolidation and standardization. While 'Verity 2.0 User Count' also employs the same generic `COUNT(1)` logic, its distinct business purpose (counting users versus events) necessitates it as a separate metric, underscoring the importance of comprehensive business definitions alongside SQL logic to prevent misinterpretation and ensure accurate data governance."
d768f28d-cc4a-4314-b972-cffd680d1bb8,Adpoint Line Items,"This dashboard provides key financial insights related to 'Adpoint Line Items', primarily focusing on the 'Adjusted Gross Revenue'. It also includes a temporal metric, 'Minimum Calendar Month', likely used to understand the data's time scope or for filtering purposes within the dashboard.",2,2,2,"This dashboard exhibits clear and distinct metrics with no apparent redundancies or complex hardcoded logic within the provided scope. The naming convention is generally clear, though 'Minimum Calendar Month (Numeric)' could be slightly simplified. The use of a single table alias ('t0') suggests a consistent data source, which is beneficial for maintainability. Overall, the dashboard's metrics are well-defined and serve specific, non-overlapping purposes."
4b158218-2a09-443c-929a-a7f5dae09979,BEYOND WORDS,This dashboard appears to be focused on tracking and reporting the number of unique contacts associated with a 'Plus Rewards' program. Its primary purpose is likely to monitor the size or engagement of this specific customer segment by counting distinct contact IDs.,6,1,1,"This dashboard exhibits a significant governance issue: all metrics are exact duplicates, differing only by a numerical suffix in their names. This indicates a severe lack of metric standardization and reusability, leading to unnecessary redundancy, increased maintenance overhead, and a higher risk of inconsistencies if logic were to diverge. There is a clear need for consolidation and the implementation of a robust metric definition and cataloging process to prevent such duplication."
83a1c0b2-67b2-4d3e-8bc4-98a9f3683ad1,CVR Source Code,"This dashboard appears to focus on analyzing traffic volume, likely as a foundational metric for Conversion Rate (CVR) analysis. It tracks the total count of traffic events, which can then be segmented or filtered by various dimensions such as channel, date, or masthead, to understand traffic sources and their contribution to overall engagement or conversion funnels.",2,1,1,"This dashboard exhibits a clear governance issue related to metric definition and naming. Two distinct metrics ('Traffic Count by Channel and Date' and 'Traffic Count by Masthead') share identical underlying SQL logic (`SUM(t0.traffic_count)`). This indicates a duplication of core metric definitions, leading to potential inconsistencies, increased maintenance overhead, and confusion regarding the authoritative source for 'Traffic Count'. The naming convention suggests these are variations of the same base metric, differentiated by their intended slicing or filtering in the dashboard's visualization layer, rather than distinct calculations. Furthermore, critical metadata such as the specific GCP project, dataset, and table name for 't0' is missing from the provided metric objects, hindering data lineage and comprehensive governance."
1b29c0eb-ab01-4e6f-b3f6-8161f5d3c669,Verity sdm salesforce subscrip - WEB_ONL100 FY24,"This dashboard is designed to monitor and analyze total order volumes specifically for the 'WEB_ONL100' sales channel, likely originating from Salesforce subscriptions. It provides insights into order performance across various fiscal periods (e.g., FY24-FY25, specific weeks) and applies specific filters related to customer segments (Non-NPASS, Non-REG_PEP) and product types (Article/index) to track detailed sales trends and operational efficiency.",3,1,2,"This dashboard exhibits a common governance challenge where multiple metrics are defined for the exact same core calculation (`COUNT(1)`). The distinctions between these metrics are solely based on implicit filtering criteria (e.g., timeframes, customer segments, product types) that are embedded in their names rather than being explicit in the `metric_sql_core`. This redundancy leads to metric sprawl, increased maintenance overhead, and potential for inconsistencies if filtering logic is not uniformly applied. A more robust and scalable design would consolidate these into a single, parameterized 'Total Orders' metric, allowing filters to be applied dynamically."
89140d65-10c7-4de8-9dfa-f5585b101519,Verity 2.0 - SC Health 7 DAY,"This dashboard, 'Verity 2.0 - SC Health 7 DAY', is designed to monitor the volume of health-related registrations over a 7-day period. It provides segmented views of these registrations, differentiating between those excluding Australian/Global Syndication and those including Australian/Global Syndication/Dow Jones. The primary purpose appears to be tracking registration performance and trends, potentially for regional or partnership-specific analysis within the health domain.",2,1,1,"This dashboard presents a clear governance opportunity. Both source metrics share an identical core SQL logic (`COUNT(1)`), indicating that their differentiation relies entirely on implicit filtering or external parameters (e.g., WHERE clauses applied at the dashboard or query layer) rather than explicit logic within the `metric_sql_core`. This pattern can lead to ambiguity in metric definitions, increase the risk of inconsistent data application, and complicate maintenance. Consolidating these into a single, well-defined 'Total Health-Related Registrations' metric, with clear documentation for its segmentation parameters, would significantly improve clarity, reusability, and overall data governance for this domain."
70dc50c7-72fe-4268-8e22-6de00e463d20,Verity 2.0 NewsLocal and NSW NRM performance,"This dashboard is designed to monitor and report on daily performance targets within the 'NewsLocal' and 'NSW NRM' operational contexts. It provides aggregated target metrics, broken down by organizational dimensions such as 'Section Team' and 'Publication Group', likely to assess progress against daily goals and overall operational efficiency.",3,2,2,"This dashboard exhibits clear governance challenges, primarily the presence of redundant metrics. Specifically, 'Day Target by Publication Group' is defined twice with different internal aliases ('Alias 1' and 'Alias 2'), indicating a lack of centralized metric definitions and inconsistent data modeling or aliasing practices. This redundancy can lead to confusion, maintenance overhead, and potential discrepancies if the underlying logic were to diverge. Furthermore, the provided `metric_sql_core` uses only table aliases without specifying the full `gcp_project`, `dataset`, and `table` names, which hinders data lineage tracking and metadata management."
77631717-5cc6-4903-87bd-7314bf461243,Free & Complimentary SuperCoach Extract,"This dashboard is designed to provide an extract of key performance indicators related to Free and Complimentary SuperCoach subscriptions. Its primary purpose is to monitor the lifecycle of these subscriptions by tracking total acquisitions, total cancellations, and overall subscription movements. This likely supports operational oversight and analysis of the growth and churn within this specific SuperCoach segment.",5,3,2,"This dashboard exhibits a significant governance issue related to metric redundancy. Three distinct metrics (`Count of Subscription Movements`, `Count of Subscription Movements by Classification Level 2`, `Count of Subscription Movements by Sold Channel`) share the exact same underlying SQL core (`COUNT(1)`). This indicates that different contextual views of the same base event count are being treated as separate metrics, leading to duplication, increased maintenance overhead, and a lack of a single source of truth for the 'subscription movement count' definition. This suggests a need for a robust semantic layer where base metrics are defined once and then combined with dimensions for specific reporting needs, improving consistency and maintainability."
43bb6e05-d417-49e0-870f-e51fa1b31b59,Verity 2.0 - Prod - PRSTN - Content Registration Summary,"This dashboard provides a comprehensive summary of content registrations within the Verity 2.0 production environment. It aims to offer insights into content performance and user engagement by breaking down registration counts across various dimensions such as specific article IDs, broader article sections, and the social media platforms that referred users.",3,1,1,"This dashboard exhibits a common governance issue where multiple metrics are defined for the exact same underlying calculation (COUNT(1)) but are differentiated solely by the implied reporting dimensions (e.g., by Article ID, by Social Referrer). This leads to redundant metric definitions and a lack of a single, authoritative 'golden' metric for content registrations. It indicates a need for standardizing core metric definitions and leveraging dashboard filtering/grouping capabilities for dimensional analysis, rather than creating separate metrics for each dimension."
736e39be-8b74-442d-bf5a-0b75971e3de0,Verity At-A-Glance: TAUS,"This dashboard provides an 'at-a-glance' overview of key consumer subscription metrics for the TAUS (or TA) segment. It focuses on monitoring the health and growth of the consumer subscriber base by tracking current subscriber counts, new additions, cancellations, and net movement. Additionally, it includes a specific subscription target date, likely for goal tracking or milestone management.",5,5,3,"The dashboard exhibits minor naming inconsistencies (e.g., 'TAUS Consumer' vs 'TA Consumer Budget') which could be standardized for clarity. It includes a derived metric ('Net Movement') alongside its component metrics, which is a common and acceptable pattern but highlights dependencies. The pervasive use of `SAFE_CAST` for numeric fields suggests either a robust defensive coding pattern or potential underlying data type inconsistencies at the source, warranting a review of source data quality or data modeling. The date parsing logic is specific but straightforward. A key governance gap is the absence of explicit source table details (GCP project, dataset, table name) for the 't0' alias in the provided metadata, which is essential for complete data lineage and impact analysis."
80ca81f3-0671-40ef-a0a9-825a1580ca1b,Team Sales Performance,"This dashboard is designed to provide insights into team sales performance, primarily focusing on key financial metrics such as gross revenue for the current fiscal year. It also includes metrics related to the count and sum of financial month numbers, which may be intended for temporal analysis or data volume tracking, though their current formulation raises governance concerns.",3,3,7,"This dashboard exhibits several governance concerns. Firstly, the hardcoded `CASE WHEN` logic for mapping financial short month names to numbers is brittle and not scalable, requiring manual updates for any changes in financial calendar definitions. This logic should ideally be managed via a robust date dimension table. Secondly, the 'Sum of Financial Month Numbers' metric has highly questionable business utility and likely represents an anti-pattern, suggesting a strong need for re-evaluation or deprecation. Summing ordinal month numbers typically lacks meaningful business interpretation. Thirdly, unit conversions (e.g., dividing by 1000 for 'Thousands') are embedded directly in the SQL, which is generally better handled at the presentation layer or as a standardized derived column for consistency. Finally, the reliance on a generic alias 't0' without explicit table identification hinders data lineage and understanding."
abe67573-53fb-4cc2-a622-5cb9aa208166,Verity 2.0 - Prod - Newsroom display - TWT,"This dashboard appears to monitor the daily performance targets for a newsroom's website, likely as part of the 'Verity 2.0' production system. It focuses on tracking the sum of daily website targets, suggesting its primary purpose is to provide an aggregated view of goal attainment related to website performance for the newsroom.",1,1,1,"Based on the single metric provided, no specific governance issues (e.g., ambiguous naming, hardcoded logic, or redundancy) can be identified. The metric name is clear and its SQL core is straightforward. A comprehensive governance assessment would require a larger set of metrics to identify patterns in naming conventions, data source consistency, and potential for consolidation."
41f3dfc4-db10-4e4a-9627-1261e9286fd0,Verity 2.0 Daily C-Score report: TABN,"This dashboard provides a daily report for 'The Australian Business Network' (TABN) within the 'Verity 2.0' system, focusing on the 'C-Score Target' metric. It likely tracks performance or progress against set targets related to C-Scores, potentially allowing for breakdowns by publication group or specific network entities.",2,1,1,"This dashboard exhibits significant metric duplication, with identical core SQL logic (`SUM(clmn0_)`) used for multiple named metrics. This indicates that filtering or grouping logic (e.g., 'by Publication Group', 'for The Australian Business Network') is being embedded in separate metric definitions rather than leveraging dashboard-level filtering or dimension selection capabilities. The use of a generic column name (`clmn0_`) also suggests a lack of clear data dictionary or semantic layer definition, hindering understandability and maintainability."
4e1ed0ba-1904-40e6-9841-57377cd9cb53,DCR Volumetrics Gaps - Company-level,"This dashboard provides a company-level overview of Digital Content Ratings (DCR) volumetrics, focusing on the measured content consumption or audience volume for various news entities (ABC, News.com.au, Nine News, Seven News). Its primary purpose is to identify and quantify 'gaps' or differences in volume between News.com.au and other major news providers, enabling stakeholders to understand relative performance and potential areas for growth or concern.",8,7,6,"This dashboard exhibits significant governance challenges. The use of generic, non-descriptive column names (`clmn0_`, `clmn1_`, etc.) makes the underlying data model opaque and difficult to interpret without external documentation. A critical issue is the conflicting definition of `clmn0_`, which is used as a measure for 'Total ABC' (`SUM(clmn0_)`) but also appears as a standalone metric named 'Device Type' (`clmn0_`). This ambiguity creates a high risk of misinterpretation and data misuse. Furthermore, the lack of explicit source table information (GCP project, dataset, table) for the metrics hinders data lineage and auditability. Naming conventions for derived metrics are inconsistent, requiring standardization. Overall, while the calculations are simple, the fundamental data definitions and transparency are poor, necessitating a comprehensive data governance review."
c9b68cfe-7e00-4414-beaf-839ae216cc14,Verity 2.0 Pulse Check - Weekly v2,"This dashboard, 'Verity 2.0 Pulse Check - Weekly v2', appears to be designed for monitoring user engagement or activity within the 'Verity 2.0' system on a weekly basis. Its primary function, based on the single provided metric, is to track the count of users who meet specific filtering criteria, likely indicating active or targeted user segments. It serves as a quick pulse check on user base dynamics.",1,1,1,"The provided input data for this dashboard is extremely limited, containing only one metric. This makes a comprehensive governance assessment challenging. Key observations include: 1) Lack of source table metadata: The input metrics do not provide information about the underlying data sources (GCP project, dataset, table), which is a critical data governance gap for understanding data lineage and impact. This prevents a full understanding of the data's origin and transformations. 2) Simplicity of logic: The single metric uses a basic `COUNT(1)` function, indicating low complexity for this specific metric. 3) Limited scope: With only one metric, there are no opportunities to identify redundant logic or naming inconsistencies across multiple metrics. A full governance review would require more comprehensive metadata and a larger set of metrics to assess standardization and consistency effectively."
1147dd47-ccea-49cb-bff0-6019f3249bc9,Verity 2.0 Daily C-Score report: HS,"This dashboard provides a daily report on the C-Score target for the 'HS' segment or business unit, likely used to track performance against a predefined goal or benchmark. Its primary purpose appears to be monitoring a single, aggregated target value.",1,1,1,"Based on the single metric provided, no specific governance issues such as naming inconsistencies, redundant logic, or complex transformations were identified. The dashboard's scope appears very narrow, focusing solely on a single aggregated C-Score target."
b084f975-486d-4a17-af39-3c20dd915f63,Audience Insights - The Courier-Mail engagement,"This dashboard provides key insights into the subscriber base and their engagement levels for 'The Courier-Mail'. It tracks the overall subscriber count, general active subscriber numbers, and a specific measure of weekly active subscribers, likely to assess consistent readership and engagement over time.",3,3,4,"The dashboard metrics are generally well-named and distinct in their business purpose. However, one metric ('Active Weekly Subscriber Count') contains redundant and slightly inefficient SQL logic, indicating an opportunity for code optimization and standardization of calculation patterns. The clear distinction between 'Total Active Subscriber Count' and 'Active Weekly Subscriber Count' highlights the importance of precise business definitions for 'active' status."
5645b0e9-2850-4984-b808-b90bcb74ed92,Verity Newsroom display - Code Sports,"This dashboard, titled 'Verity Newsroom display - Code Sports', appears to serve as a focused display for tracking a key performance indicator related to daily targets for a website, specifically within a sports newsroom context. The single metric, 'Sum of Day Target Website', indicates its primary purpose is to aggregate and present a specific daily goal or achievement for a website, likely for performance monitoring or goal attainment tracking.",1,1,1,"Based on the provided data, which contains only a single metric and no explicit 'governance_issue' fields, no specific governance issues such as redundancy, ambiguous naming, or hardcoded logic were identified. The dashboard's simplicity (one metric) inherently limits the scope for complex governance challenges. However, for any metric, ensuring clear business definitions and consistent data sources remains a best practice."
