interaction_type,primary_metric,related_metrics,relationship_description,mathematical_formula,business_validation,validation_sql,relationship_strength,business_impact,response_id,dashboard_id,related_metrics_count,related_metrics_text
dependency,month_start_date,"['financial_year', 'financial_month_number', 'adjusted_financial_month_number']",The 'Month Start Date' is directly calculated from 'Financial Year' and 'Adjusted Financial Month Number'. The 'Adjusted Financial Month Number' itself is a transformation of 'Financial Month Number' based on a hardcoded fiscal calendar logic.,"MonthStartDate = DATETIME_TRUNC(DATE(FinancialYear, AdjustedFinancialMonthNumber, 1), MONTH)","Ensures that time-based analysis aligns with the company's specific fiscal calendar, which is critical for accurate financial reporting.","SELECT FinancialYear, FinancialMonthNumber, (CASE WHEN FinancialMonthNumber = 1 THEN 7 WHEN FinancialMonthNumber = 2 THEN 8 WHEN FinancialMonthNumber = 3 THEN 9 WHEN FinancialMonthNumber = 4 THEN 10 WHEN FinancialMonthNumber = 5 THEN 11 WHEN FinancialMonthNumber = 6 THEN 12 WHEN FinancialMonthNumber = 7 THEN 1 WHEN FinancialMonthNumber = 8 THEN 2 WHEN FinancialMonthNumber = 9 THEN 3 WHEN FinancialMonthNumber = 10 THEN 4 WHEN FinancialMonthNumber = 11 THEN 5 WHEN FinancialMonthNumber = 12 THEN 6 ELSE NULL END) AS AdjustedMonth, SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(DATE(FinancialYear, (CASE WHEN FinancialMonthNumber = 1 THEN 7 WHEN FinancialMonthNumber = 2 THEN 8 WHEN FinancialMonthNumber = 3 THEN 9 WHEN FinancialMonthNumber = 4 THEN 10 WHEN FinancialMonthNumber = 5 THEN 11 WHEN FinancialMonthNumber = 6 THEN 12 WHEN FinancialMonthNumber = 7 THEN 1 WHEN FinancialMonthNumber = 8 THEN 2 WHEN FinancialMonthNumber = 9 THEN 3 WHEN FinancialMonthNumber = 10 THEN 4 WHEN FinancialMonthNumber = 11 THEN 5 WHEN FinancialMonthNumber = 12 THEN 6 ELSE NULL END), 1) AS DATETIME), MONTH) AS DATE) AS CalculatedMonthStartDate FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_fin_month` WHERE FinancialYear = 2025 AND FinancialQuarter = 4 LIMIT 10;",strong,high,9,6f1c8731-02da-464f-b146-bf2947860735,3,"financial_year, financial_month_number, adjusted_financial_month_number"
filter_impact,adpoint_account,"['genera_booking_account', 'medium_rare_debtor_account', 'national_debtor_account']","Filtering by 'Adpoint Account' (e.g., '56694') directly impacts the displayed values of Genera Booking, Medium Rare Debtor, and National Debtor Accounts, showing only mappings related to the selected Adpoint Account.",N/A,Ensures that users can drill down into specific account mappings based on a primary identifier.,SELECT COUNT(*) FROM `ncau-data-newsquery-prd.asl_advertising.v_asl_gbaba_act_xref` WHERE SAFE_CAST(Adpoint_Account AS STRING) = '56694';,strong,high,10,258a722d-9b6e-45df-ba00-1b9954ec36b2,3,"genera_booking_account, medium_rare_debtor_account, national_debtor_account"
mathematical_relationship,total_records,['records_by_scenario'],The total number of records is the sum of records across all individual scenarios.,total_records = SUM(records_by_scenario),"Ensures that the sum of parts equals the whole, validating data aggregation.","SELECT
  'Total Records Sum Validation' AS validation_test,
  (SELECT COUNT(1) FROM `ncau-data-newsquery-prd.asl_finance_derived.digital_subscriptions`) AS actual_total_records,
  (SELECT SUM(records_by_scenario) FROM (SELECT COUNT(1) AS records_by_scenario FROM `ncau-data-newsquery-prd.asl_finance_derived.digital_subscriptions` GROUP BY scenario)) AS sum_of_scenario_records,
  CASE
    WHEN (SELECT COUNT(1) FROM `ncau-data-newsquery-prd.asl_finance_derived.digital_subscriptions`) = (SELECT SUM(records_by_scenario) FROM (SELECT COUNT(1) AS records_by_scenario FROM `ncau-data-newsquery-prd.asl_finance_derived.digital_subscriptions` GROUP BY scenario)) THEN 'PASS'
    ELSE 'FAIL'
  END AS validation_result;",strong,high,11,52dd1ac1-19b5-4695-a7e6-632ef7a9dba3,1,records_by_scenario
filter_impact,total_revenue_net,"['advertiser', 'source', 'transaction_type_upper', 'fiscal_period_string', 'reporting_month']","The calculation of Total Revenue Net is directly impacted by filters applied to Advertiser, Source, Transaction Type, Fiscal Period, and Reporting Month. Changes in these filters will alter the aggregated revenue.",SUM(revenuenet) WHERE [filters],"Ensures that revenue figures are contextualized to specific business segments, periods, and deal types. Incorrect filters lead to misleading revenue reports.","SELECT SUM(SAFE_CAST(revenuenet AS NUMERIC)) FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_weekly_master` WHERE advertiser = 'The Smith Family *' AND SAFE_CAST(DATETIME_TRUNC(DATETIME_SUB(SAFE_CAST(DATE(financialyear, financialmonthnumber, 1) AS DATETIME), INTERVAL 6 MONTH), MONTH) AS DATE) = DATE '2024-11-01';",strong,high,12,783f341c-8660-4e90-bab8-9bc860119cf5,5,"advertiser, source, transaction_type_upper, fiscal_period_string, reporting_month"
dependency,reporting_month,"['financialyear', 'financialmonthnumber']",The 'Reporting Month' dimension is derived directly from 'financialyear' and 'financialmonthnumber' with a 6-month offset and truncation. Any issues or changes in the base financial date columns will directly affect 'Reporting Month'.,"reporting_month = TRUNC(DATE_SUB(DATE(financialyear, financialmonthnumber, 1), INTERVAL 6 MONTH), MONTH)",Critical for ensuring time-based reporting aligns with the company's specific fiscal calendar. Incorrect derivation would lead to misaligned time-series data.,"SELECT
  DATE(t0.financialyear, t0.financialmonthnumber, 1) AS original_financial_date,
  DATE_SUB(DATE(t0.financialyear, t0.financialmonthnumber, 1), INTERVAL 6 MONTH) AS six_month_offset_date,
  DATE_TRUNC(DATE_SUB(DATE(t0.financialyear, t0.financialmonthnumber, 1), INTERVAL 6 MONTH), MONTH) AS derived_reporting_month
FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_weekly_master` AS t0
WHERE t0.financialyear = 2025 AND t0.financialmonthnumber = 1
LIMIT 10;",strong,high,12,783f341c-8660-4e90-bab8-9bc860119cf5,2,"financialyear, financialmonthnumber"
dependency,fiscal_period_string,"['financialyear', 'financialquarter']",The 'Fiscal Period String' dimension is derived directly from 'financialyear' and 'financialquarter'.,"fiscal_period_string = CONCAT('FY', SUBSTR(financialyear, 3, 2), ' ', financialquarter)",Ensures consistent labeling of fiscal periods across reports. Any changes in the base financial year/quarter or the concatenation logic will affect this dimension.,"SELECT
  t0.financialyear,
  t0.financialquarter,
  CONCAT('FY',SUBSTR(SAFE_CAST(t0.financialyear AS STRING), 3, 2),' ',SAFE_CAST(t0.financialquarter AS STRING)) AS derived_fiscal_period_string
FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_weekly_master` AS t0
WHERE t0.financialyear = 2025 AND t0.financialquarter = 'Q2'
LIMIT 10;",strong,medium,12,783f341c-8660-4e90-bab8-9bc860119cf5,2,"financialyear, financialquarter"
filter_impact,total_adsales_revenue,"['financial_year', 'financial_week', 'revenue_group_subtype']","The 'Total AdSales Revenue' is directly impacted by filters applied to 'Financial Year', 'Financial Week', and 'Revenue Group Subtype'. Specific financial years (2024, 2025) and an exclusion of certain financial weeks (47-52) are applied, along with filtering by specific revenue subtypes (e.g., 'SUNDRY ADSALES OVERLAY').",SUM(revenue_amount) WHERE financial_year IN (...) AND financial_week NOT IN (...) AND revenue_group_subtype IN (...),"This interaction ensures that the reported revenue aligns with specific reporting periods and business segments, crucial for accurate pacing and performance analysis.","SELECT
  financial_year,
  financial_week_int AS financial_week,
  revenue_group_subtype,
  SUM(revenue_amount) AS filtered_revenue
FROM (
  SELECT
    t0.financial_year,
    SAFE_CAST(t0.financial_week AS INT64) AS financial_week_int,
    t0.revenue_group_subtype,
    SAFE_CAST(t0.revenue_amount AS NUMERIC) AS revenue_amount
  FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance` AS t0
  WHERE
    t0.financial_year IN ('2024', '2025')
    AND (SAFE_CAST(t0.financial_week AS INT64) NOT IN (47, 48, 49, 50, 51, 52) OR SAFE_CAST(t0.financial_week AS INT64) IS NULL)
    AND t0.revenue_group_subtype = 'SUNDRY ADSALES OVERLAY'
) AS filtered_data
GROUP BY 1, 2, 3
LIMIT 100;",strong,high,14,3ee20092-1897-49b7-8bcd-4157d5f816eb,3,"financial_year, financial_week, revenue_group_subtype"
filter_impact,total_gross_revenue_amount,"['current_portfolio_owner_full', 'grouped_advertiser_name']","The filters applied to `current_portfolio_owner_full` (e.g., 'Contra' industry pillar, 'Renee Sycamore' sales segment) and the grouping logic of `grouped_advertiser_name` directly constrain and define the `total_gross_revenue_amount` being reported. These filters are likely applied at a dashboard level, affecting all related metrics.",N/A,"Ensures that the reported revenue is specific to the 'Contra' segment and relevant sales personnel, and can be viewed at a consolidated advertiser level.","-- Validate that revenue is only reported for 'Contra' pillar and specific sales segment
SELECT
  SUM(CASE WHEN t0.nca_industry_pillar = 'Contra' AND t0.sales_segment_gm_name IN ('Renee Sycamore') THEN t0.gross_revenue_amount ELSE 0 END) AS contra_revenue_filtered,
  SUM(t0.gross_revenue_amount) AS total_revenue_unfiltered
FROM
  `ncau-data-newsquery-prd.asl_finance_derived.details_dashboard` AS t0
WHERE
  SAFE_CAST(t0.calendar_year_month || '-01' AS DATE) >= DATE_SUB(CURRENT_DATE(), INTERVAL 12 MONTH)
LIMIT 1;",strong,high,15,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,2,"current_portfolio_owner_full, grouped_advertiser_name"
dependency,total_gross_revenue_amount,['grouped_advertiser_name'],The `total_gross_revenue_amount` is aggregated and presented using the `grouped_advertiser_name` dimension. This means the revenue figures are rolled up according to the custom grouping logic defined in `grouped_advertiser_name`.,SUM(total_gross_revenue_amount) GROUP BY grouped_advertiser_name,"Allows business users to see consolidated revenue for key contra accounts, rather than individual advertiser accounts, simplifying high-level analysis.","-- Validate that grouped revenue sums correctly
WITH GroupedRevenue AS (
  SELECT
    CASE
      WHEN adpoint_account_number IN ('13019', '52246', '18387') THEN 'CTR_2023_AFL Sports CTR_2023_Sydney Swans CTR_2023_GWS Giants'
      ELSE advertiser_name
    END AS grouped_advertiser_name,
    SUM(gross_revenue_amount) AS sum_gross_revenue
  FROM
    `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily`
  WHERE
    LOWER(LEFT(advertiser_name, 3)) = 'ctr'
    AND SAFE_CAST(calendar_year_month || '-01' AS DATE) >= DATE_SUB(CURRENT_DATE(), INTERVAL 6 MONTH)
  GROUP BY
    grouped_advertiser_name
)
SELECT
  grouped_advertiser_name,
  sum_gross_revenue
FROM
  GroupedRevenue
WHERE
  grouped_advertiser_name = 'CTR_2023_AFL Sports CTR_2023_Sydney Swans CTR_2023_GWS Giants'
LIMIT 10;",strong,medium,15,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,1,grouped_advertiser_name
mathematical_relationship,spend_current_period,['spend_previous_year'],Year-over-year comparison of total spend. Often used to calculate percentage change (YoY Growth = (Current - Previous) / Previous).,YoY Growth = (spend_current_period - spend_previous_year) / spend_previous_year,Ensures that the growth or decline in advertising spend is accurately measured against the prior year's performance for the same period.,"SELECT (SUM(spend_current_period) - SUM(spend_previous_year)) / NULLIF(SUM(spend_previous_year), 0) AS yoy_growth FROM ({{primary_analysis_sql}}) WHERE spend_previous_year IS NOT NULL AND spend_previous_year != 0;",strong,high,16,e9d8a216-4950-4d30-b344-5011776edbdf,1,spend_previous_year
filter_impact,spend_current_period,"['spend_news_corp_current_period', 'spend_retail_current_period']",Specific category/network spend metrics are subsets of the overall current period spend.,spend_news_corp_current_period <= spend_current_period AND spend_retail_current_period <= spend_current_period,"Confirms that segment-specific spend does not exceed the total spend for the same period, ensuring data integrity for breakdowns.","SELECT SUM(spend_news_corp_current_period) <= SUM(spend_current_period) AS news_corp_subset_valid, SUM(spend_retail_current_period) <= SUM(spend_current_period) AS retail_subset_valid FROM ({{primary_analysis_sql}});",strong,medium,16,e9d8a216-4950-4d30-b344-5011776edbdf,2,"spend_news_corp_current_period, spend_retail_current_period"
filter_impact,total_gross_revenue_amount,[],"The 'Total Gross Revenue Amount' is directly impacted by filters on 'Financial Year', 'Revenue Transaction Status', 'Source Publishing Division', 'Invoice Number', and 'Source System Code'. Changes to these filters will alter the aggregated revenue.",N/A,"Ensures that revenue figures reflect specific business criteria and periods, aligning with ad sales operational definitions.",N/A,strong,high,17,77c68c35-20ce-477a-b216-0c781d43a8ca,0,
filter_impact,finance_record_count,[],The 'Finance Record Count' is directly impacted by the 'Fiscal Week ID' filter. Only records within the specified fiscal weeks are counted.,N/A,Ensures that the record count is specific to the intended financial reporting periods.,N/A,strong,medium,17,77c68c35-20ce-477a-b216-0c781d43a8ca,0,
filter_impact,data_load_datetime_truncated,[],The displayed 'Data Load Datetime (Truncated to Second)' is filtered by 'Unified Publication GL Code'. Only load times for specific GL codes are shown.,N/A,Allows auditing of data freshness for specific financial publication categories.,N/A,strong,low,17,77c68c35-20ce-477a-b216-0c781d43a8ca,0,
mathematical_relationship,sum_gross_revenue_current_fy_display,"['gross_revenue_current_fy', 'gross_revenue_current_fy_thousands']","The final displayed current FY revenue is conditionally derived from either the raw current FY revenue or its thousands-scaled version, based on a dashboard parameter.",SUM(IF parameter = '$' THEN gross_revenue_current_fy ELSE gross_revenue_current_fy_thousands END),Ensures revenue is presented in the desired scale (raw or thousands) for user readability.,"SELECT SUM(CASE WHEN ('$\'000' = '$') THEN gross_revenue_current_fy ELSE SAFE_DIVIDE(gross_revenue_current_fy, 1000) END) FROM (SELECT CASE WHEN relative_fy_year_offset = 0 THEN gross_revenue_amount ELSE 0 END AS gross_revenue_current_fy FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance`)",strong,high,19,4bd7795c-5a94-4fb6-92e1-ed152b1cf7b3,2,"gross_revenue_current_fy, gross_revenue_current_fy_thousands"
mathematical_relationship,sum_gross_revenue_previous_fy_display,"['gross_revenue_previous_fy', 'gross_revenue_previous_fy_thousands']","The final displayed previous FY revenue is conditionally derived from either the raw previous FY revenue or its thousands-scaled version, based on a dashboard parameter.",SUM(IF parameter = '$' THEN gross_revenue_previous_fy ELSE gross_revenue_previous_fy_thousands END),Ensures previous FY revenue is presented in the desired scale for year-over-year comparison.,"SELECT SUM(CASE WHEN ('$\'000' = '$') THEN gross_revenue_previous_fy ELSE SAFE_DIVIDE(gross_revenue_previous_fy, 1000) END) FROM (SELECT CASE WHEN relative_fy_year_offset = 1 THEN gross_revenue_amount ELSE 0 END AS gross_revenue_previous_fy FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance`)",strong,high,19,4bd7795c-5a94-4fb6-92e1-ed152b1cf7b3,2,"gross_revenue_previous_fy, gross_revenue_previous_fy_thousands"
dependency,gross_revenue_current_fy,"['gross_revenue_amount', 'relative_fy_year_offset']",Gross revenue for the current fiscal year is directly dependent on the base gross revenue amount and the fiscal year offset being 0.,gross_revenue_current_fy = CASE WHEN relative_fy_year_offset = 0 THEN gross_revenue_amount ELSE 0 END,Ensures correct attribution of revenue to the current reporting period.,SELECT SUM(CASE WHEN relative_fy_year_offset = 0 THEN gross_revenue_amount ELSE 0 END) FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance`,strong,high,19,4bd7795c-5a94-4fb6-92e1-ed152b1cf7b3,2,"gross_revenue_amount, relative_fy_year_offset"
dependency,gross_revenue_previous_fy,"['gross_revenue_amount', 'relative_fy_year_offset']",Gross revenue for the previous fiscal year is directly dependent on the base gross revenue amount and the fiscal year offset being 1.,gross_revenue_previous_fy = CASE WHEN relative_fy_year_offset = 1 THEN gross_revenue_amount ELSE 0 END,Ensures correct attribution of revenue to the previous reporting period for comparative analysis.,SELECT SUM(CASE WHEN relative_fy_year_offset = 1 THEN gross_revenue_amount ELSE 0 END) FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance`,strong,high,19,4bd7795c-5a94-4fb6-92e1-ed152b1cf7b3,2,"gross_revenue_amount, relative_fy_year_offset"
filter_impact,sum_gross_revenue_current_fy_display,['product_group'],The calculation of current FY revenue is filtered by a specific product group ('The Australian & Prestige'). This limits the scope of the displayed metric.,N/A,"Ensures the dashboard focuses on a specific, critical product segment.",SELECT COUNT(*) FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance` WHERE product_group = 'The Australian & Prestige',strong,medium,19,4bd7795c-5a94-4fb6-92e1-ed152b1cf7b3,1,product_group
filter_impact,publication_category,"['product_group', 'revenue_type', 'unified_publication_name']","The publication category dimension is calculated within a specific filtered context (product_group='The Australian & Prestige', revenue_type='PRINT', unified_publication_name='GQ Mag'). This implies the category is relevant only for this specific slice of data.",N/A,Ensures the categorization is applied within the intended reporting context.,SELECT COUNT(*) FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance` WHERE product_group = 'The Australian & Prestige' AND revenue_type = 'PRINT' AND unified_publication_name = 'GQ Mag',strong,medium,19,4bd7795c-5a94-4fb6-92e1-ed152b1cf7b3,3,"product_group, revenue_type, unified_publication_name"
mathematical_relationship,total_gross_amount_diff,"['sum_digital_gross_amount_diff', 'sum_print_gross_amount_diff']","The total gross amount difference is the sum of digital and print gross amount differences, plus any other revenue types not explicitly categorized as digital or print.",total_gross_amount_diff = sum_digital_gross_amount_diff + sum_print_gross_amount_diff + SUM(other_revenue_types),"Ensures that the sum of segmented revenue (digital, print) reconciles with the overall total revenue, allowing for detailed breakdown while maintaining overall accuracy.","SELECT
  SUM(gross_amount_diff) AS total_revenue,
  SUM(CASE WHEN revenue_type = 'DIGITAL' THEN gross_amount_diff ELSE 0 END) AS digital_revenue,
  SUM(CASE WHEN revenue_type = 'PRINT' THEN gross_amount_diff ELSE 0 END) AS print_revenue,
  SUM(CASE WHEN revenue_type NOT IN ('DIGITAL', 'PRINT') THEN gross_amount_diff ELSE 0 END) AS other_revenue,
  (SUM(CASE WHEN revenue_type = 'DIGITAL' THEN gross_amount_diff ELSE 0 END) + SUM(CASE WHEN revenue_type = 'PRINT' THEN gross_amount_diff ELSE 0 END) + SUM(CASE WHEN revenue_type NOT IN ('DIGITAL', 'PRINT') THEN gross_amount_diff ELSE 0 END)) AS sum_of_parts
FROM `ncau-data-newsquery-prd.asl_finance_derived.revenue_movement`
WHERE SAFE_CAST(movement_date AS DATE) >= DATE_TRUNC(CURRENT_DATE(), YEAR)
HAVING total_revenue = sum_of_parts;",strong,high,20,a1b901e6-c4fb-44bc-955a-3a7070c15829,2,"sum_digital_gross_amount_diff, sum_print_gross_amount_diff"
dependency,derived_revenue_category,"['xtend_flag', 'revenue_sub_type', 'portfolio_parent_group_name_sync']","The 'Derived Revenue Category' is a complex dimension calculated based on multiple underlying flags and revenue attributes, following a specific hierarchical logic.",N/A (conditional logic),"This relationship defines how raw data attributes are transformed into a business-friendly categorization, critical for high-level reporting and strategic decision-making.","SELECT
  revenue_sub_type,
  xtend_flag,
  portfolio_parent_group_name_sync,
  CASE
    WHEN (xtend_flag = 'Y') THEN 'XTEND'
    WHEN ((SAFE.LEFT(revenue_sub_type, 3) = 'PRO') OR ((portfolio_parent_group_name_sync = 'DIGITAL OTHER') AND (revenue_sub_type = 'DIGITAL'))) THEN 'PROGRAMMATIC'
    WHEN (revenue_sub_type = 'DIGITAL') THEN 'ADPT DIGITAL'
    WHEN (SAFE.LEFT(revenue_sub_type, 6) = 'SUNDRY') THEN 'SUNDRY'
    ELSE revenue_sub_type
  END AS calculated_category,
  COUNT(*) as record_count
FROM `ncau-data-newsquery-prd.asl_finance_derived.revenue_movement`
WHERE SAFE_CAST(movement_date AS DATE) >= DATE_TRUNC(CURRENT_DATE(), YEAR)
GROUP BY 1,2,3,4
ORDER BY record_count DESC
LIMIT 100;",strong,high,20,a1b901e6-c4fb-44bc-955a-3a7070c15829,3,"xtend_flag, revenue_sub_type, portfolio_parent_group_name_sync"
dependency,prior_period_comparison_revenue,"['previous_fy_gross_revenue', 'previous_fy_yoy_gross_revenue']",Prior Period Comparison Revenue dynamically selects between full previous FY revenue and YoY adjusted previous FY revenue based on the relative financial month offset.,"IF (relative_fy_month_offset < -12, previous_fy_gross_revenue, previous_fy_yoy_gross_revenue)",Ensures the most appropriate prior period comparison is used depending on the historical depth of the analysis.,"SELECT SUM(CASE WHEN relative_fy_month_offset < -12 THEN previous_fy_gross_revenue ELSE previous_fy_yoy_gross_revenue END) AS calculated_prior_period_revenue FROM (SELECT *, SUM(CASE WHEN relative_fy_year_offset = -1 THEN gross_revenue_amount ELSE 0 END) OVER() AS previous_fy_gross_revenue, SUM(CASE WHEN relative_fy_year_offset = -1 AND SAFE_CAST(booking_line_created_date AS DATE) <= DATE_SUB(CURRENT_DATE(), INTERVAL 365 DAY) THEN gross_revenue_amount ELSE 0 END) OVER() AS previous_fy_yoy_gross_revenue FROM `ncau-data-newsquery-prd.sbx_dcp.ia` WHERE revenue_group_subtype != 'PROGRAMMATIC EXCHANGE') WHERE relative_fy_month_offset IS NOT NULL LIMIT 1",strong,high,21,fed70b12-c274-4cde-9920-592ca4c4dab0,2,"previous_fy_gross_revenue, previous_fy_yoy_gross_revenue"
mathematical_relationship,current_fy_gross_revenue,['previous_fy_gross_revenue'],These metrics are used together to calculate Year-over-Year (YoY) growth or decline in gross revenue.,((current_fy_gross_revenue - previous_fy_gross_revenue) / previous_fy_gross_revenue) * 100,YoY growth is a critical indicator of business performance and trend.,"SELECT (SUM(current_fy_gross_revenue) - SUM(previous_fy_gross_revenue)) / NULLIF(SUM(previous_fy_gross_revenue), 0) * 100 AS yoy_growth_percentage FROM (SELECT CASE WHEN relative_fy_year_offset = 0 THEN gross_revenue_amount ELSE 0 END AS current_fy_gross_revenue, CASE WHEN relative_fy_year_offset = -1 THEN gross_revenue_amount ELSE 0 END AS previous_fy_gross_revenue FROM `ncau-data-newsquery-prd.sbx_dcp.ia` WHERE revenue_group_subtype != 'PROGRAMMATIC EXCHANGE') LIMIT 1",strong,high,21,fed70b12-c274-4cde-9920-592ca4c4dab0,1,previous_fy_gross_revenue
filter_impact,total_digital_subscriptions,"['recognition_type', 'masthead_category', 'fiscal_period_label', 'report_type_fct_label', 'report_type_cancellations_label', 'report_type_acquisitions_label']","The quantitative metrics (Total Digital Subscriptions, Total Digital Revenue) are directly filtered and segmented by the 'Recognition Type' and 'Masthead Category' dimensions. The 'Fiscal Period Label' and 'Report Type Labels' likely serve as interactive filters or display labels within the dashboard, allowing users to slice the quantitative metrics.",N/A (filtering relationship),"Ensures that subscription and revenue data is analyzed within the correct digital context and across relevant masthead groupings, as defined by business rules.","SELECT
  (SUM(CASE WHEN (CASE WHEN t0.delivery_medium_type = 'Print' THEN 'Print Recognition' WHEN (CASE WHEN t0.subscriber_has_email_flag = 'subsnapfact' THEN 'Y' WHEN (t0.classification_level_1_description = 'Standard Paid' AND t0.delivery_medium_type = 'Bundle') THEN t0.subscriber_has_email_flag ELSE 'Y' END) = 'N' THEN 'Print Recognition' ELSE 'Digital Recognition' END) = 'Digital Recognition' THEN 1 ELSE 0 END) = COUNT(*)) AS digital_recognition_filter_works,
  (SUM(CASE WHEN (CASE WHEN t0.masthead_code = 'The Australian' THEN 'The Australian' WHEN (t0.masthead_code IN ('Daily Telegraph', 'The Advertiser', 'Herald Sun', 'Courier Mail')) THEN 'Metros' ELSE 'Discontinued' END) != 'Discontinued' THEN 1 ELSE 0 END) = COUNT(*)) AS masthead_category_filter_works
FROM
  `ncau-data-newsquery-prd.asl_finance_derived.digital_subscriptions` AS t0
WHERE SAFE_CAST(t0.subscription_date AS DATE) >= DATE_SUB(CURRENT_DATE(), INTERVAL 7 DAY)
LIMIT 1;",strong,high,22,5dae02f0-dc48-418c-bdf9-5e5d2b1d6e26,6,"recognition_type, masthead_category, fiscal_period_label, report_type_fct_label, report_type_cancellations_label, report_type_acquisitions_label"
filter_impact,total_digital_revenue,"['recognition_type', 'masthead_category', 'fiscal_period_label', 'report_type_fct_label', 'report_type_cancellations_label', 'report_type_acquisitions_label']","Similar to Total Digital Subscriptions, Total Digital Revenue is filtered and segmented by 'Recognition Type' and 'Masthead Category'. The labels serve as interactive controls.",N/A (filtering relationship),Ensures that revenue data is analyzed within the correct digital context and across relevant masthead groupings.,"See validation_sql for total_digital_subscriptions, as the filters are identical.",strong,high,22,5dae02f0-dc48-418c-bdf9-5e5d2b1d6e26,6,"recognition_type, masthead_category, fiscal_period_label, report_type_fct_label, report_type_cancellations_label, report_type_acquisitions_label"
mathematical_relationship,actual_amount,"['budget_amount', 'forecast_amount']",Actual Amount is compared against Budget Amount and Forecast Amount to determine variances.,Actual vs. Budget Variance = actual_amount - budget_amount; Actual vs. Forecast Variance = actual_amount - forecast_amount,"These variances are critical for financial performance analysis, identifying deviations from plan and forecast.","SELECT SUM(SAFE_CAST(Actual_Amount AS NUMERIC)) - SUM(SAFE_CAST(Budget_Amount AS NUMERIC)) AS actual_vs_budget_variance, SUM(SAFE_CAST(Actual_Amount AS NUMERIC)) - SUM(SAFE_CAST(Forecast_Amount AS NUMERIC)) AS actual_vs_forecast_variance FROM `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` WHERE SAFE_CAST(gl_hierarchy_code AS STRING) = 'FY2025' AND SAFE_CAST(fiscal_week_id AS INT64) = 40 LIMIT 1;",strong,high,23,b1c5901f-a535-42eb-870d-05cc025f7c27,2,"budget_amount, forecast_amount"
filter_impact,actual_amount,"['dim_gl_hierarchy_code', 'dim_fy_week_of_year', 'dim_os_level_4', 'dim_l03_publication_code', 'dim_os_level_6']","All financial metrics (Actual, Budget, Forecast) are heavily filtered by specific fiscal year, week, OS levels, and publication codes.",N/A,"The dashboard focuses on a very specific slice of financial data, likely for month-end reconciliation for a particular period and business segment.","SELECT COUNT(*) FROM `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` AS os LEFT JOIN `ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar` AS calendar ON os.fiscal_week_id = calendar.fy_year_week_number WHERE SAFE_CAST(os.gl_hierarchy_code AS STRING) = 'FY2025' AND SAFE_CAST(calendar.fy_week_of_year AS INT64) = 40 AND SAFE_CAST(os.os_level_4 AS STRING) IN ('Total Revenue', 'Total Expenses') AND SAFE_CAST(os.l03_publication_code AS STRING) = 'News Media Publishing' AND SAFE_CAST(os.os_level_6 AS STRING) IN ('Circulation', 'Subscription', 'Content Licensing') LIMIT 1;",strong,high,23,b1c5901f-a535-42eb-870d-05cc025f7c27,5,"dim_gl_hierarchy_code, dim_fy_week_of_year, dim_os_level_4, dim_l03_publication_code, dim_os_level_6"
filter_impact,gross_revenue_amount,"['financial_year', 'calendar_year', 'calendar_month', 'publication_name', 'advertiser_name', 'revenue_group_subtype', 'revenue_transaction_status', 'source_publishing_division', 'advertiser_group', 'booking_number', 'revenue_type', 'source_unified_publication_name']",All listed dimensions act as filters or grouping keys for the 'Gross Revenue Amount' metric. Specific hardcoded values in these dimensions' filters directly impact the calculated revenue.,SUM(gross_revenue_amount) WHERE [dimension_filter_conditions],"Ensuring that the filters applied to these dimensions align with the desired business scope for revenue reporting (e.g., only billed/booked revenue, specific years, specific advertisers).",See `business_rules_sql` for validation of key filter conditions.,strong,high,24,c560ed20-040d-4c6a-9c3f-ec8bce27d132,12,"financial_year, calendar_year, calendar_month, publication_name, advertiser_name, revenue_group_subtype, revenue_transaction_status, source_publishing_division, advertiser_group, booking_number, revenue_type, source_unified_publication_name"
mathematical_relationship,ly_gross_revenue_thousands,['ly_gross_revenue'],Last Year Gross Revenue (Thousands) is derived by dividing Last Year Gross Revenue by 1000.,ly_gross_revenue_thousands = ly_gross_revenue / 1000,Ensures consistency in reporting units across different dashboard components.,SELECT SUM(ly_gross_revenue_thousands * 1000) = SUM(ly_gross_revenue) FROM ( /* primary_analysis_sql CTEs */ ),strong,high,25,1a5f7b4e-ea3a-46e4-8b77-b428f4178510,1,ly_gross_revenue
