metric_id,metric_name,business_description,gcp_project,dataset,table,metric_sql_core,governance_issue,dashboard_id
sum_day_target_website_e6db873d,Sum of Day Target Website,"Aggregated sum of the daily target for website subscriptions, typically used for performance tracking against goals.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_website),hardcoded_logic,e6db873d-657f-40e8-87a0-007d41f68a55
metric_001,Total Amount for Revenue Type '01' in FY 2025,Calculates the sum of 'amount' for records where the 'revenue_type' starts with '01' and the fiscal year (derived from 'fy_year_week_number') is 2025. This metric appears in queries filtering by specific year and revenue type prefix.,ncau-data-newsquery-prd,asl_finance,v_asl_circulation_dq_check,SUM(t0.amount),hardcoded_logic,c32d96e5-38f4-48a8-9b70-3d89a83f03aa
metric_002,Total Amount for Specific Revenue Type '02' Categories and FY Weeks,"Calculates the sum of 'amount' for records where the 'revenue_type' starts with '02' and matches a specific, hardcoded list of revenue types and fiscal year week numbers. This metric appears in queries with highly specific filters.",ncau-data-newsquery-prd,asl_finance,v_asl_circulation_dq_check,SUM(t0.amount),hardcoded_logic,c32d96e5-38f4-48a8-9b70-3d89a83f03aa
metric_003,Total Amount for Revenue Type '02',Calculates the sum of 'amount' for records where the 'revenue_type' starts with '02'. This metric appears in queries with a broader filter on revenue type prefix.,ncau-data-newsquery-prd,asl_finance,v_asl_circulation_dq_check,SUM(t0.amount),hardcoded_logic,c32d96e5-38f4-48a8-9b70-3d89a83f03aa
metric_1,Total Acquisition Count,"The sum of acquisition counts from the newpass CRM conversion fact table, representing the total number of acquisitions across all products and offers.",ncau-data-newsquery-prd,consumer_sandbox,t_newspass_crm_coversion_myaccount_fct,SUM(t0.acquisition_count),none,7888a780-7777-411b-b07b-398b87d2cfd0
metric_2,Acquisition Count (Excluding 'The Australian'),"The sum of acquisition counts from the newpass CRM conversion fact table, specifically excluding products where the description contains 'The Australian'. This metric provides insights into acquisitions for other products.",ncau-data-newsquery-prd,consumer_sandbox,t_newspass_crm_coversion_myaccount_fct,"SUM(CASE WHEN STRPOS(t0.acquired_on_product_description, 'The Australian') <= 0 THEN t0.acquisition_count ELSE NULL END)",hardcoded_logic,7888a780-7777-411b-b07b-398b87d2cfd0
sum_day_target_by_publication_group_subscription_targets,Daily Target by Publication Group,"Aggregated daily target values for subscriptions, categorized by publication group. This metric represents the sum of daily targets for a specific publication group.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_by_publication_group),hardcoded_logic,127587ca-3bf2-4367-809c-ce91aca8fb52
metric_audience_sum_june2025,Sum of Audience (June 2025),"Total audience count for June 2025, derived from the 'Audience' column, which is cast to a FLOAT64 for summation. This metric represents a specific monthly snapshot.",ncau-data-newsquery-prd,prstn_content_interaction,monthly_exec_summary,SUM(SAFE_CAST(Audience AS FLOAT64)),hardcoded_logic,73153654-dd99-4f67-839d-a986a52ca1e2
metric_audience_sum_july2025_filtered,"Sum of Audience (July 2025, Filtered)","Total audience count for July 2025, derived from the 'Audience' column, cast to FLOAT64. This metric is highly filtered by specific dimensions: Age='ALL', Gender='ALL', Device='PC/Laptop, Smartphone, Tablet', rank_current_month <= 10, Category='News', and Subcategory='Travel'.",ncau-data-newsquery-prd,prstn_content_interaction,monthly_exec_summary,SUM(SAFE_CAST(Audience AS FLOAT64)),hardcoded_logic,73153654-dd99-4f67-839d-a986a52ca1e2
metric_audience_pct_change_july2025_filtered,"Sum of Audience Percentage Change (July 2025, Filtered)","The sum of the percentage change in audience from the previous month to the current month (July 2025), calculated as ((Current Audience - Previous Month Audience) / Previous Month Audience). Both audience figures are cast to FLOAT64. This metric is highly filtered by specific dimensions: Age='ALL', Gender='ALL', Device='PC/Laptop, Smartphone, Tablet', rank_current_month <= 10, Category='News', and Subcategory='Travel'.",ncau-data-newsquery-prd,prstn_content_interaction,monthly_exec_summary,"SUM(SAFE_DIVIDE((SAFE_CAST(Audience AS FLOAT64) - SAFE_CAST(Audience_Previous_Month AS FLOAT64)), SAFE_CAST(Audience_Previous_Month AS FLOAT64)))",hardcoded_logic,73153654-dd99-4f67-839d-a986a52ca1e2
metric_prev_month_audience_scaled_july2025_filtered,"Sum of Previous Month Audience (x1000, July 2025, Filtered)","Total audience count from the previous month (relative to July 2025), scaled by a factor of 1000, derived from the 'Audience_Previous_Month' column, cast to FLOAT64. The scaling factor of 1000 is applied directly in the calculation. This metric is highly filtered by specific dimensions: Age='ALL', Gender='ALL', Device='PC/Laptop, Smartphone, Tablet', rank_current_month <= 10, Category='News', and Subcategory='Travel'.",ncau-data-newsquery-prd,prstn_content_interaction,monthly_exec_summary,SUM((SAFE_CAST(Audience_Previous_Month AS FLOAT64) * 1000)),hardcoded_logic,73153654-dd99-4f67-839d-a986a52ca1e2
count_of_digital_subscriptions_total,Total Digital Subscriptions,"Counts the total number of records in the digital_subscriptions table, representing the overall volume of digital subscriptions.",ncau-data-newsquery-prd,asl_finance_derived,digital_subscriptions,COUNT(1),none,52dd1ac1-19b5-4695-a7e6-632ef7a9dba3
count_of_digital_subscriptions_by_scenario,Digital Subscriptions by Scenario,"Counts the number of digital subscriptions, grouped by the 'scenario' dimension, from the digital_subscriptions table. This metric provides a breakdown of subscriptions by different scenarios.",ncau-data-newsquery-prd,asl_finance_derived,digital_subscriptions,COUNT(1),none,52dd1ac1-19b5-4695-a7e6-632ef7a9dba3
total_day_target_by_publication_group,Total Day Target by Publication Group,"The sum of daily targets set for a specific publication group. This metric likely represents a daily goal or quota, such as for content production, audience engagement, or subscription acquisition, within the 'National Sports Newsroom' context.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_by_publication_group),hardcoded_logic,eb8b311c-ae29-4773-b749-b429715b073d
metric_fin_adtype_name_filtered,Financial Ad Type Name (Filtered),"The name of the financial advertisement type, filtered to exclude 'Unknown' product groups and include NULL product groups. This is typically used as a dimension for grouping or filtering.",ncau-data-newsquery-prd,asl_finance_derived,adsales_performance,t0.fin_adtype_name,hardcoded_logic,d3bcf796-2396-4a6f-b0a3-da0b7f299a58
metric_revenue_type_level2_month1,Revenue Type Level 2 (Financial Month 1),"The second level of revenue type classification, specifically filtered for financial month '1'. This is typically used as a dimension for grouping or filtering.",ncau-data-newsquery-prd,asl_finance_derived,adsales_performance,t0.revenue_type_Level2,hardcoded_logic,d3bcf796-2396-4a6f-b0a3-da0b7f299a58
metric_current_financial_week_number,Current Financial Week Number,"The financial week number, identified as the 'current' week based on a relative financial year week offset of 0. Returns NULL if the offset is not 0.",ncau-data-newsquery-prd,asl_finance_derived,adsales_performance,CASE WHEN (t0.relative_fy_week_offset = 0) THEN SAFE_CAST(t0.financial_week AS INT64) ELSE NULL END,hardcoded_logic,d3bcf796-2396-4a6f-b0a3-da0b7f299a58
content_reference_id,Content Reference ID,"Unique identifier for a content reference, derived from unnesting the 'contentreferences' array within the CAPI collection data. This ID represents a specific piece of content linked to a collection.",ncau-data-newsquery-prd,cdm_capi,capi_collection,t0_contentreferences.id,none,ae3044ce-064d-4d74-90fc-2cf45afa04ee
ingest_date_adjusted,Ingest Date (Adjusted),"The date when the data was ingested into the system ('dw_src_ingest_time'), adjusted by adding a hardcoded 10-hour offset (likely for timezone conversion) and then cast to a DATE type. This represents the effective ingestion date for reporting purposes.",ncau-data-newsquery-prd,cdm_capi,capi_collection,"SAFE_CAST(DATETIME_ADD(DATETIME_TRUNC(SAFE_CAST(t0.dw_src_ingest_time AS DATETIME), SECOND), INTERVAL 10 HOUR) AS DATE)",hardcoded_logic,ae3044ce-064d-4d74-90fc-2cf45afa04ee
content_id,Content ID,Unique identifier for the primary content item from the CAPI collection. This field is used as a filtering dimension in the provided queries.,ncau-data-newsquery-prd,cdm_capi,capi_collection,t0.content_id,none,ae3044ce-064d-4d74-90fc-2cf45afa04ee
8b1e4a1c-f2d3-4e7f-8c0a-1b2d3e4f5a6b,t0_qt_s9c0mo3dyc,"An auto-generated Looker Studio metric representing a count of all rows, likely used for total record counts. The alias is not business-friendly, making the dashboard harder to understand and maintain.",ncau-data-newsquery-prd,asl_alteryx,consumer_churn_model_daily,COUNT(1),anti_pattern,2cdcf36b-a99b-4beb-88a6-a28d238f6c1f
c7d8e9f0-a1b2-3c4d-5e6f-7a8b9c0d1e2f,t0_qt_agwst4tcuc,"An auto-generated Looker Studio metric representing a count of all rows, likely used for total record counts. The alias is not business-friendly, making the dashboard harder to understand and maintain.",ncau-data-newsquery-prd,asl_alteryx,consumer_churn_model_daily,COUNT(1),anti_pattern,2cdcf36b-a99b-4beb-88a6-a28d238f6c1f
f3e4d5c6-b7a8-9d0e-1f2a-3b4c5d6e7f8a,t0_qt_auvx74tcuc,"An auto-generated Looker Studio metric representing a count of non-null `pcsid` values, likely used for counting distinct or total customer IDs. The alias is not business-friendly, making the dashboard harder to understand and maintain.",ncau-data-newsquery-prd,asl_alteryx,consumer_churn_model_daily,COUNT(t0.pcsid),anti_pattern,2cdcf36b-a99b-4beb-88a6-a28d238f6c1f
mrca_gross_revenue_current_fy,Gross Revenue Amount - Current FY,"Total gross revenue amount for the current financial year, identified by a relative financial year offset of 0.",ncau-data-newsquery-prd,sbx_fda_noncorefin,adsales_performance_mrca,SUM(CASE WHEN (t0.relative_fy_year_offset = 0) THEN t0.gross_revenue_amount ELSE 0 END),hardcoded_logic,35ec2da8-3e63-4f97-90fa-bf9686769718
mrca_gross_revenue_previous_fy,Gross Revenue Amount - Previous FY,"Total gross revenue amount for the previous financial year, identified by a relative financial year offset of -1.",ncau-data-newsquery-prd,sbx_fda_noncorefin,adsales_performance_mrca,SUM(CASE WHEN (t0.relative_fy_year_offset = -1) THEN t0.gross_revenue_amount ELSE 0 END),hardcoded_logic,35ec2da8-3e63-4f97-90fa-bf9686769718
mrca_gross_revenue_current_fy_non_future,Gross Revenue Amount - Current FY (Non-Future),"Total gross revenue amount for the current financial year, specifically excluding periods marked as future ('N' for is_future_period_flag).",ncau-data-newsquery-prd,sbx_fda_noncorefin,adsales_performance_mrca,SUM(CASE WHEN (t0.relative_fy_year_offset = 0 AND t0.is_future_period_flag = 'N') THEN t0.gross_revenue_amount ELSE 0 END),hardcoded_logic,35ec2da8-3e63-4f97-90fa-bf9686769718
mrca_gross_revenue_previous_fy_conditional,Gross Revenue Amount - Previous FY (Conditional),"Total gross revenue amount for the previous financial year, with conditional logic: either for specific publication types (OUTSTREAM, XTEND, EDMEDIA, ECOMMERCE, divided by 1000) or if the last year's future period flag is 'N'.",ncau-data-newsquery-prd,sbx_fda_noncorefin,adsales_performance_mrca,"SUM(CASE WHEN (t0.relative_fy_year_offset = -1 AND UPPER(t0.unified_publication_name) IN ('OUTSTREAM', 'XTEND', 'EDMEDIA', 'ECOMMERCE')) THEN SAFE_DIVIDE(t0.gross_revenue_amount, 1000) WHEN (t0.relative_fy_year_offset = -1 AND t0.ly_is_future_period_flag = 'N') THEN t0.gross_revenue_amount ELSE 0 END)",hardcoded_logic,35ec2da8-3e63-4f97-90fa-bf9686769718
total_processed_terabytes,Total Processed Terabytes,"Represents the total volume of data processed by BigQuery queries, measured in Terabytes. This is calculated by summing 'totalProcessedBytes' from BigQuery job completion events and converting to Terabytes.",ncau-data-newsquery-prd,ops_prd_bq_logs,cloudaudit_googleapis_com_data_access_*,"sum(protopayload_auditlog.servicedata_v1_bigquery.jobCompletedEvent.job.jobStatistics.totalProcessedBytes) / pow(2, 40)",none,7b2ac26e-4ef1-4402-8aa5-975ecaab08b1
total_billed_terabytes,Total Billed Terabytes,"Represents the total volume of data billed by BigQuery queries, measured in Terabytes. Null 'totalBilledBytes' values are coalesced to 0 before summing and converting to Terabytes.",ncau-data-newsquery-prd,ops_prd_bq_logs,cloudaudit_googleapis_com_data_access_*,"sum(coalesce(protopayload_auditlog.servicedata_v1_bigquery.jobCompletedEvent.job.jobStatistics.totalBilledBytes, 0)) / pow(2, 40)",none,7b2ac26e-4ef1-4402-8aa5-975ecaab08b1
audited_billed_cost,Audited Billed Cost,"Calculated cost based on the total billed data, applying specific hardcoded cost factors (6.25 * 1.5). Null 'totalBilledBytes' values are coalesced to 0.",ncau-data-newsquery-prd,ops_prd_bq_logs,cloudaudit_googleapis_com_data_access_*,"(sum(coalesce(protopayload_auditlog.servicedata_v1_bigquery.jobCompletedEvent.job.jobStatistics.totalBilledBytes, 0)) / pow(2, 40)) * 6.25 * 1.5",hardcoded_logic,7b2ac26e-4ef1-4402-8aa5-975ecaab08b1
number_of_executions,Number of Executions,Represents the total count of BigQuery job executions within the specified time frame and filtering conditions.,ncau-data-newsquery-prd,ops_prd_bq_logs,cloudaudit_googleapis_com_data_access_*,count(1),none,7b2ac26e-4ef1-4402-8aa5-975ecaab08b1
audited_cost_per_query,Audited Cost Per Query,"Represents the average audited cost for each BigQuery query execution, calculated by dividing the 'Audited Billed Cost' by the 'Number of Executions' and rounded to two decimal places.",ncau-data-newsquery-prd,ops_prd_bq_logs,cloudaudit_googleapis_com_data_access_*,"round(aud_billed / num_executions, 2)",hardcoded_logic,7b2ac26e-4ef1-4402-8aa5-975ecaab08b1
delivery_medium_type_dim,delivery_medium_type,Categorical dimension representing the delivery method of a subscription.,ncau-data-newsquery-prd,prstn_consumer,subscription_cancels_w_engagement,t0.delivery_medium_type,hardcoded_logic,0c50ad01-a1a6-49a6-895f-4c2002a12173
sum_cancellation_count,cancellation_count,Total count of subscription cancellations.,ncau-data-newsquery-prd,prstn_consumer,subscription_cancels_w_engagement,SUM(t0.cancellation_count),hardcoded_logic,0c50ad01-a1a6-49a6-895f-4c2002a12173
sum_switch_cancellation_count,switch_cancellation_count,Total count of subscriptions cancelled due to a switch to another product.,ncau-data-newsquery-prd,prstn_consumer,subscription_cancels_w_engagement,SUM(t0.switch_cancellation_count),hardcoded_logic,0c50ad01-a1a6-49a6-895f-4c2002a12173
sum_net_cancellation_count,net_cancellation_count,Total count of net subscription cancellations.,ncau-data-newsquery-prd,prstn_consumer,subscription_cancels_w_engagement,SUM(t0.net_cancellation_count),hardcoded_logic,0c50ad01-a1a6-49a6-895f-4c2002a12173
sum_reactivation_cancellation_count,reactivation_cancellation_count,Total count of cancellations related to reactivations.,ncau-data-newsquery-prd,prstn_consumer,subscription_cancels_w_engagement,SUM(t0.reactivation_cancellation_count),hardcoded_logic,0c50ad01-a1a6-49a6-895f-4c2002a12173
reason_code_description_concat_dim,reason_code_description_concat,Concatenated string of cancellation reason code and description.,ncau-data-newsquery-prd,prstn_consumer,subscription_cancels_w_engagement,"CONCAT(SAFE_CAST(t0.reason_code AS STRING),' (',SAFE_CAST(t0.reason_description AS STRING),')')",hardcoded_logic,0c50ad01-a1a6-49a6-895f-4c2002a12173
subscription_classification_type_dim,subscription_classification_type,Categorical dimension representing the type of subscription classification.,ncau-data-newsquery-prd,prstn_consumer,subscription_cancels_w_engagement,t0.subscription_classification_type,hardcoded_logic,0c50ad01-a1a6-49a6-895f-4c2002a12173
sum_of_subscriber_id_src,sum_of_subscriber_id_src,Sum of subscriber source IDs. This is potentially an anti-pattern if IDs are not meant to be summed.,ncau-data-newsquery-prd,prstn_consumer,subscription_closing_base_and_cancels,SUM(t0.subscriber_id_src),anti_pattern,0c50ad01-a1a6-49a6-895f-4c2002a12173
classification_level_1_dim,classification_level_1,Categorical dimension representing the first level of classification.,ncau-data-newsquery-prd,prstn_consumer,subscription_closing_base_and_cancels,t0.classification_level_1,anti_pattern,0c50ad01-a1a6-49a6-895f-4c2002a12173
prev_fy_gross_revenue,Previous FY Gross Revenue,"The sum of gross revenue amount for the previous financial year, identified by a relative financial year offset of -1.",ncau-data-newsquery-prd,asl_finance_derived,details_dashboard,SUM(CASE WHEN relative_fy_year_offset = -1 THEN gross_revenue_amount ELSE 0 END),hardcoded_logic,9c8f39dc-bf5f-4292-bfe3-c6e1ec71c588
current_fy_gross_revenue,Current FY Gross Revenue,"The sum of gross revenue amount for the current financial year, identified by a relative financial year offset of 0.",ncau-data-newsquery-prd,asl_finance_derived,details_dashboard,SUM(CASE WHEN relative_fy_year_offset = 0 THEN gross_revenue_amount ELSE 0 END),hardcoded_logic,9c8f39dc-bf5f-4292-bfe3-c6e1ec71c588
total_target,Total Target,"The sum of the target amount, typically representing a financial goal.",ncau-data-newsquery-prd,sbx_dcp,Progo_Streaming_Tgt,SUM(Target),none,9c8f39dc-bf5f-4292-bfe3-c6e1ec71c588
metric_001,Total Sales Volume,"The sum of sales volume, representing the total quantity of sales across various channels and mastheads.",ncau-data-newsquery-prd,sbx_fda_noncorefin,dt_regression_data,SUM(Sales_volume),hardcoded_logic,b3eace25-3ec3-427a-839f-0639faf377ea
metric_002,Sum of Year,The sum of the 'Year' column. This aggregation is typically not a meaningful business metric and may indicate a misconfiguration.,ncau-data-newsquery-prd,sbx_fda_noncorefin,dt_regression_data,SUM(Year),anti_pattern,b3eace25-3ec3-427a-839f-0639faf377ea
metric_003,Sum of Week,The sum of the 'Week' column. This aggregation is typically not a meaningful business metric and may indicate a misconfiguration.,ncau-data-newsquery-prd,sbx_fda_noncorefin,dt_regression_data,SUM(Week),anti_pattern,b3eace25-3ec3-427a-839f-0639faf377ea
metric_1,Sum of Detail Subscription Movement Count (Cancels),"The total count of subscription movements recorded for subscriber cancellations. This metric quantifies the volume of individual cancellation events or units, providing insight into the churn rate or magnitude of cancellations.",ncau-data-newsquery-prd,asl_audience_insights,subscriber_cancels,SUM(t0_subscription_details.detail_subscription_movement_count),none,e642b3f9-9711-44c8-b2d8-959ded9f5b0d
count_articles_filtered_dt,Count of Articles (Filtered),"Counts the total number of articles for 'The Daily Telegraph' on a specific date, excluding articles from certain publication groups and sections (e.g., 'Fox Sports', 'News.com.au', 'real-estate', 'hyperlocal'). This metric provides a filtered count of content pieces published.",ncau-data-newsquery-prd,PRSTN,v_masthead_performance_summary,COUNT(1),hardcoded_logic,39e47abe-f145-4ba6-9562-03fc4d6512d4
sum_c_score_target,Sum of C-Score Target,"Calculates the sum of the 'c_score_target' metric, which likely represents a content performance or quality score, for a specific week, grouped by publication group. This metric helps track target achievement for content scores.",ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),hardcoded_logic,39e47abe-f145-4ba6-9562-03fc4d6512d4
count_scored_unscored_articles,Count of Scored/Unscored Articles,"Counts articles from 'The Daily Telegraph' for a specific date, categorized as 'scored' or 'unscored'. The scoring is based on a complex, multi-factor formula involving Subscriber Page Views (PV), Total PV, and Customer Lifetime Value (CLV) amounts, with specific weighting coefficients and thresholds embedded directly in the SQL. This metric helps assess the volume of content meeting certain scoring criteria.",ncau-data-newsquery-prd,PRSTN,v_masthead_performance_summary,COUNT(1),hardcoded_logic,39e47abe-f145-4ba6-9562-03fc4d6512d4
sum_adds_v_consumer_activity_daily_summary,Sum of Adds,Total number of additions recorded in consumer activity.,ncau-data-newsquery-prd,prstn_consumer_views,v_consumer_activity_daily_summary,SUM(adds),hardcoded_logic,5da65dbf-b1cc-467b-85fc-3c82ea5c9f13
sum_cancels_v_consumer_activity_daily_summary,Sum of Cancels,Total number of cancellations recorded in consumer activity.,ncau-data-newsquery-prd,prstn_consumer_views,v_consumer_activity_daily_summary,SUM(cancels),hardcoded_logic,5da65dbf-b1cc-467b-85fc-3c82ea5c9f13
sum_net_adds_v_consumer_activity_daily_summary,Sum of Net Adds,"Total net additions, calculated as additions minus cancellations, from consumer activity.",ncau-data-newsquery-prd,prstn_consumer_views,v_consumer_activity_daily_summary,SUM(adds - cancels),hardcoded_logic,5da65dbf-b1cc-467b-85fc-3c82ea5c9f13
sum_c_score_target_cscore_targets,Sum of C-Score Target,Total target value for C-Score from reference data.,ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),hardcoded_logic,5da65dbf-b1cc-467b-85fc-3c82ea5c9f13
date_of_subscription,Date of Subscription,"The date part of the subscription timestamp, representing the date a subscription was recorded. This metric is typically used for time-series analysis or grouping data by day.",ncau-data-newsquery-prd,prstn_verity,t_registration_details_snapshot_summary,"SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(t0.SubscriptionDateTime AS DATETIME), SECOND) AS DATE)",hardcoded_logic,c4355ac4-14e3-42a0-ae17-f706fa774b3b
unique_subscriptions_count,Unique Subscriptions,"The count of distinct subscription identifiers, representing the total number of unique subscriptions within the filtered dataset. This metric indicates the volume of individual subscriptions.",ncau-data-newsquery-prd,prstn_verity,t_registration_details_snapshot_summary,COUNT(DISTINCT t0.SubscriptionID),hardcoded_logic,c4355ac4-14e3-42a0-ae17-f706fa774b3b
sum_opportunity_probability,Sum of Opportunity Probability,"The sum of the probability field for sales opportunities, indicating the weighted likelihood of closing deals.",ncau-data-newsquery-prd,sdm_sfnca,opportunity,SUM(probability),hardcoded_logic,3f582360-cbc4-4ee3-80a7-14fa61b2f1fd
sum_opportunity_amount,Sum of Opportunity Amount,The total monetary value of sales opportunities.,ncau-data-newsquery-prd,sdm_sfnca,opportunity,SUM(amount),"hardcoded_logic, anti_pattern",3f582360-cbc4-4ee3-80a7-14fa61b2f1fd
sum_opportunity_age,Sum of Opportunity Age,The total sum of the age (duration) of sales opportunities.,ncau-data-newsquery-prd,sdm_sfnca,opportunity,SUM(opportunity_age__c),hardcoded_logic,3f582360-cbc4-4ee3-80a7-14fa61b2f1fd
metric_sum_day_target_by_section_team,Sum of Day Target by Section Team,"Aggregated daily targets for subscriptions, typically used to track sales or operational goals per section team.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_by_section_team),none,f04cf01a-a59d-4d08-a6a5-1f4a8a3540a9
metric_ai_articles_by_pub_group,Number of AI-related Articles by Publication Group,"Counts the number of articles identified as AI-related, grouped by their publication group. AI-related articles are identified by specific keywords ('created with the assistance of AI technology', 'FBOX', 'FACTBOX') in the content body.",gcp-project,bdm_verity,"content_dim, t_content_summary",COUNT(1),hardcoded_logic,c03dec50-b74e-40c6-a5c8-50fad5ea3f0f
metric_total_distinct_ai_articles,Total Distinct AI-related Articles,"Counts the total number of unique articles identified as AI-related. AI-related articles are identified by specific keywords ('created with the assistance of AI technology', 'FBOX', 'FACTBOX') in the content body.",gcp-project,bdm_verity,"content_dim, t_content_summary",COUNT(DISTINCT content_id),hardcoded_logic,c03dec50-b74e-40c6-a5c8-50fad5ea3f0f
metric_count_articles_exposed_to_ai_categorized,Count of Articles Exposed to AI (Categorized),Counts the number of distinct articles specifically categorized as 'News articles Exposed to AI' based on content body patterns. This metric is part of a union query that also includes 'All other News articles'.,gcp-project,bdm_verity,"content_dim, t_content_summary",COUNT(DISTINCT Articleid),hardcoded_logic,c03dec50-b74e-40c6-a5c8-50fad5ea3f0f
metric_total_pv_ai_articles,Total Page Views for AI-related Articles,Sum of Total Page Views (TotalPV) for articles identified as AI-related. AI-related articles are identified by specific keywords in the content body.,gcp-project,bdm_verity,"content_dim, t_content_summary",SUM(TotalPV),hardcoded_logic,c03dec50-b74e-40c6-a5c8-50fad5ea3f0f
metric_subscriber_pv_ai_articles,Total Subscriber Page Views for AI-related Articles,Sum of Subscriber Page Views (SubscriberPV) for articles identified as AI-related. AI-related articles are identified by specific keywords in the content body.,gcp-project,bdm_verity,"content_dim, t_content_summary",SUM(SubscriberPV),hardcoded_logic,c03dec50-b74e-40c6-a5c8-50fad5ea3f0f
metric_sum_engaged_time_ratio_ai_articles,Sum of Engaged Time Ratio for AI-related Articles,Sum of the calculated Engaged Time Ratio (EngagedTime / TotalPV) for articles identified as AI-related. This metric sums pre-calculated ratios at the article level.,gcp-project,bdm_verity,"content_dim, t_content_summary","SUM(if(TotalPV = 0, 0, EngagedTime / TotalPV))",anti_pattern,c03dec50-b74e-40c6-a5c8-50fad5ea3f0f
metric_total_cscore_ai_articles,Total C-Score for AI-related Articles,Sum of cscore_total for articles identified as AI-related. AI-related articles are identified by specific keywords in the content body.,gcp-project,bdm_verity,"content_dim, t_content_summary",SUM(cscore_total),hardcoded_logic,c03dec50-b74e-40c6-a5c8-50fad5ea3f0f
metric_1,Subscriber Count for 4 Active Weeks (CM Consumer Subscribers),"The sum of subscriber counts for individuals identified as 'subscriber' member type, 'Consumer' customer type, not 'Print-only' classification, and associated with 'CM' (Courier-Mail) masthead, specifically counting those who have been active for exactly 4 weeks within the last 28 days. This metric is calculated for a specific date range (2025-04-06 to 2025-06-29).",ncau-data-newsquery-prd,asl_audience_insights,subscriber_daily_base_movement,SUM(CASE WHEN t0.subscriber_last_28_days_active_weeks_count = 4 THEN t0.subscriber_count ELSE 0 END),hardcoded_logic,b084f975-486d-4a17-af39-3c20dd915f63
metric_2,Total Subscriber Count (CM Consumer Subscribers),"The total sum of subscriber counts for individuals identified as 'subscriber' member type, 'Consumer' customer type, not 'Print-only' classification, and associated with 'CM' (Courier-Mail) masthead. This metric is calculated for a specific date range (2025-04-06 to 2025-06-29).",ncau-data-newsquery-prd,asl_audience_insights,subscriber_daily_base_movement,SUM(t0.subscriber_count),hardcoded_logic,b084f975-486d-4a17-af39-3c20dd915f63
metric_3,Total Active Subscriber Count by Gender (CM Consumer Subscribers),"The total sum of active subscriber counts for individuals identified as 'subscriber' member type, 'Consumer' customer type, and associated with 'CM' (Courier-Mail) masthead, excluding those with 'Not Available' or 'f' gender. This metric is calculated for a specific date (2025-06-29) and grouped by subscriber gender.",ncau-data-newsquery-prd,asl_audience_insights,subscriber_base_agg,SUM(t0.active_subscriber_count),hardcoded_logic,b084f975-486d-4a17-af39-3c20dd915f63
metric_001,NewsCycle Data Freshness Status,Indicates the overall data freshness status for NewsCycle tables. 'Success' means the most recently updated table is within 24 hours (1440 minutes) of the current timestamp. 'Need a check' means the most recent update is older than 24 hours. This metric monitors tables configured in `sdm_ctl_load_types` for 'newscycle' source system and 'delta' or 'full' load types.,ncau-data-newsquery-prd,sdm_newscycle,__TABLES__,"CASE WHEN MAX(TIMESTAMP_DIFF(current_timestamp(), TIMESTAMP_MILLIS(last_modified_time), minute)) > 1440 THEN 'Need a check' ELSE 'Success' END",hardcoded_logic,25db1e50-2b08-468d-8b46-c06dc1308920
metric_002,Medallia Monitored Tables - Success/Ignored Count,"Counts the number of Medallia tables (from `sdm_medallia` and `cdm_medallia` datasets) that are either successfully updated (alert_status_final = 0) or explicitly ignored for update checks (alert_status_final = -1). Tables are monitored based on a hardcoded list of `table_id`, `datasetid`, and `update_frequency` defined within the query.",,sdm_medallia,__TABLES__,"COUNT(CASE WHEN (alert_status_final IN (0, -1)) THEN table_id ELSE NULL END)",hardcoded_logic,25db1e50-2b08-468d-8b46-c06dc1308920
metric_003,Medallia Monitored Tables - Total Count,Counts the total number of Medallia tables (from `sdm_medallia` and `cdm_medallia` datasets) that are configured to be monitored for data freshness and row count. The list of monitored tables is hardcoded within the query.,,sdm_medallia,__TABLES__,COUNT(table_id),hardcoded_logic,25db1e50-2b08-468d-8b46-c06dc1308920
M001,Add Volume,The volume of new additions or increases in subscriptions/base.,ncau-data-newsquery-prd,sbx_fda_corefin,dv_tm1_pbf_subscriptions,t0.add_volume,hardcoded_logic,23c8b213-a9f0-4158-b8fa-bff14425abb5
M002,Closing Base,The total base or subscription count at the end of a period.,ncau-data-newsquery-prd,sbx_fda_corefin,dv_tm1_pbf_subscriptions,t0.closing_base,hardcoded_logic,23c8b213-a9f0-4158-b8fa-bff14425abb5
M003,Earned Amount,The total amount of revenue earned.,ncau-data-newsquery-prd,sbx_fda_corefin,dv_tm1_pbf_subscriptions,t0.earned_amount,hardcoded_logic,23c8b213-a9f0-4158-b8fa-bff14425abb5
M004,Opening Base,The total base or subscription count at the beginning of a period.,ncau-data-newsquery-prd,sbx_fda_corefin,dv_tm1_pbf_subscriptions,t0.opening_base,hardcoded_logic,23c8b213-a9f0-4158-b8fa-bff14425abb5
